code,name,sector,source,price,pct,open,high,low,pre_close,amount,turnover,volume_ratio,quote_time,close_location,high_dist,low_rebound,price_vs_open,etf_name,etf_grade,etf_score,relative_strength,quality_score,quick_profit_score,oversold_score,explosion_index,explosion_reason,held,cost,position_pnl,event_note,event_risk_value,event_hard_veto,event_unknown,signal,action,final_score,priority,life_stage,coach_score,candidate_grade,recommend_reasons,deduct_reasons,human_adjust,coach_action,coach_priority
600536,中国软件,软件,核心池,32.12,0.22,32.15,32.55,31.8,32.05,40262.0,1.49,0.57,20260812151938,0.4266666666666643,-1.3210445468510024,1.0062893081761004,-0.09331259720062324,云计算ETF,B,61.76,-0.01,65.21,65.36,0.0,0.0,,True,0.0,0,,0.0,False,False,持仓保留,继续观察；持续弱于ETF时再降仓,65.36,6,启动,70.36,持仓,当日未明显追高；基础质量得分较好；板块处于启动阶段；市场总体风险较低,无明显额外扣分,0.0,继续观察；持续弱于ETF时再降仓,2
