kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.036,-0.67,1.035,1.05,1.03,1.043,18373.0,20260910155053,0.3
etf,sh512480,512480,半导体ETF,0.976,-0.71,0.975,0.989,0.97,0.983,74207.0,20260910155046,0.3157894736842105
etf,sh588200,588200,科创芯片ETF,1.106,-0.72,1.101,1.12,1.098,1.114,148456.0,20260910155035,0.36363636363636365
etf,sh515880,515880,通信ETF,0.671,-0.89,0.666,0.681,0.665,0.677,216281.0,20260910155045,0.375
etf,sh515980,515980,人工智能ETF,1.001,-0.89,1.0,1.012,0.993,1.01,13839.0,20260910155043,0.4210526315789415
etf,sh516820,516820,机器人ETF,0.34,-1.45,0.344,0.344,0.339,0.345,1932.0,20260910155048,0.20000000000000223
etf,sh512170,512170,医疗ETF,0.333,-1.19,0.336,0.336,0.331,0.337,33117.0,20260910155053,0.4
etf,sh512880,512880,证券ETF,1.091,0.55,1.081,1.094,1.078,1.085,160120.0,20260910155045,0.8124999999999931
etf,sh512690,512690,酒ETF,0.418,-1.88,0.426,0.427,0.418,0.426,40997.0,20260910155039,0.0
etf,sh515030,515030,新能源车ETF,1.52,-1.43,1.534,1.534,1.514,1.542,9749.0,20260910155052,0.3
etf,sh515790,515790,光伏ETF,0.808,-1.1,0.812,0.818,0.806,0.817,6662.0,20260910155039,0.1666666666666682
etf,sh516510,516510,云计算ETF,1.614,-1.1,1.618,1.628,1.608,1.632,7485.0,20260910155051,0.3000000000000033
etf,sh515400,515400,大数据ETF,0.829,-1.07,0.831,0.835,0.825,0.838,4789.0,20260910155035,0.4
etf,sh512400,512400,有色金属ETF,1.828,-1.35,1.845,1.846,1.823,1.853,63191.0,20260910155044,0.21739130434782986
etf,sh515220,515220,煤炭ETF,1.319,-1.64,1.338,1.346,1.314,1.341,80211.0,20260910155058,0.15624999999999653
etf,sh510300,510300,沪深300ETF,4.617,-0.43,4.617,4.64,4.599,4.637,202629.0,20260910155104,0.43902439024390294
etf,sh518880,518880,黄金ETF,9.083,0.46,9.06,9.105,9.051,9.041,400186.0,20260910155042,0.5925925925925901
etf,sh510880,510880,红利ETF,3.473,-0.71,3.496,3.502,3.47,3.498,30361.0,20260910155049,0.0937499999999909
etf,sh512660,512660,军工ETF,1.18,0.0,1.171,1.19,1.169,1.18,41630.0,20260910155103,0.5238095238095213
