kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.104,-8.15,1.17,1.172,1.103,1.202,58775.0,20260819143828,0.014492753623190038
etf,sh512480,512480,半导体ETF,1.04,-8.13,1.1,1.105,1.039,1.132,208244.0,20260819143827,0.015151515151516833
etf,sh588200,588200,科创芯片ETF,1.17,-8.24,1.24,1.244,1.17,1.275,452824.0,20260819143828,0.0
etf,sh515880,515880,通信ETF,0.649,-8.46,0.687,0.693,0.649,0.709,455594.0,20260819143827,0.0
etf,sh515980,515980,人工智能ETF,1.012,-7.83,1.07,1.07,1.011,1.098,33067.0,20260819143827,0.01694915254237473
etf,sh516820,516820,机器人ETF,0.361,-1.1,0.365,0.367,0.36,0.365,5116.0,20260819143827,0.14285714285714285
etf,sh512170,512170,医疗ETF,0.343,-2.83,0.352,0.353,0.343,0.353,50851.0,20260819143829,0.0
etf,sh512880,512880,证券ETF,1.062,-1.39,1.074,1.081,1.062,1.077,178734.0,20260819143829,0.0
etf,sh512690,512690,酒ETF,0.425,-1.85,0.431,0.435,0.425,0.433,34004.0,20260819143828,0.0
etf,sh515030,515030,新能源车ETF,1.627,-3.38,1.664,1.674,1.626,1.684,13129.0,20260819143824,0.020833333333335646
etf,sh515790,515790,光伏ETF,0.845,-5.06,0.88,0.88,0.845,0.89,17815.0,20260819143828,0.0
etf,sh516510,516510,云计算ETF,1.661,-6.05,1.728,1.736,1.661,1.768,20826.0,20260819143829,0.0
etf,sh515400,515400,大数据ETF,0.853,-5.95,0.887,0.89,0.853,0.907,10931.0,20260819143829,0.0
etf,sh512400,512400,有色金属ETF,1.863,-3.62,1.891,1.905,1.862,1.933,78657.0,20260819143828,0.02325581395348585
etf,sh515220,515220,煤炭ETF,1.269,0.0,1.277,1.295,1.265,1.269,72780.0,20260819143829,0.13333333333333333
etf,sh510300,510300,沪深300ETF,4.635,-3.18,4.748,4.749,4.634,4.787,464315.0,20260819143829,0.008695652173908275
etf,sh518880,518880,黄金ETF,8.962,-1.28,8.957,9.011,8.949,9.078,325815.0,20260819143828,0.20967741935483916
etf,sh510880,510880,红利ETF,3.36,0.6,3.35,3.375,3.35,3.34,63439.0,20260819143827,0.3999999999999929
etf,sh512660,512660,军工ETF,1.109,-5.13,1.169,1.17,1.107,1.169,48182.0,20260819143828,0.0317460317460318
