kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.077,-2.45,1.104,1.105,1.073,1.104,22211.0,20260824103707,0.125
etf,sh512480,512480,半导体ETF,1.017,-2.4,1.041,1.043,1.015,1.042,64050.0,20260824103707,0.07142857142857142
etf,sh588200,588200,科创芯片ETF,1.143,-2.56,1.17,1.172,1.141,1.173,148401.0,20260824103709,0.0645161290322583
etf,sh515880,515880,通信ETF,0.651,-3.84,0.675,0.678,0.65,0.677,151545.0,20260824103706,0.03571428571428571
etf,sh515980,515980,人工智能ETF,0.985,-3.81,1.024,1.024,0.984,1.024,12465.0,20260824103707,0.025
etf,sh516820,516820,机器人ETF,0.348,-2.25,0.356,0.356,0.348,0.356,2324.0,20260824103706,0.0
etf,sh512170,512170,医疗ETF,0.34,-2.58,0.347,0.349,0.339,0.349,40360.0,20260824103709,0.10000000000000056
etf,sh512880,512880,证券ETF,1.069,0.56,1.063,1.073,1.061,1.063,85809.0,20260824103708,0.6666666666666666
etf,sh512690,512690,酒ETF,0.425,1.43,0.419,0.425,0.418,0.419,22013.0,20260824103709,1.0
etf,sh515030,515030,新能源车ETF,1.638,-0.36,1.645,1.668,1.638,1.644,7451.0,20260824103706,0.0
etf,sh515790,515790,光伏ETF,0.844,-0.94,0.848,0.861,0.843,0.852,6696.0,20260824103709,0.05555555555555555
etf,sh516510,516510,云计算ETF,1.625,-2.93,1.674,1.676,1.623,1.674,8133.0,20260824103707,0.037735849056603855
etf,sh515400,515400,大数据ETF,0.834,-2.57,0.855,0.856,0.833,0.856,3593.0,20260824103705,0.043478260869565216
etf,sh512400,512400,有色金属ETF,1.96,0.72,1.973,1.984,1.947,1.946,81103.0,20260824103707,0.35135135135134943
etf,sh515220,515220,煤炭ETF,1.306,2.27,1.28,1.314,1.279,1.277,43009.0,20260824103708,0.7714285714285721
etf,sh510300,510300,沪深300ETF,4.645,-0.75,4.678,4.692,4.636,4.68,138519.0,20260824103708,0.1607142857142758
etf,sh518880,518880,黄金ETF,9.568,1.92,9.488,9.582,9.48,9.388,366209.0,20260824103707,0.8627450980392051
etf,sh510880,510880,红利ETF,3.439,1.54,3.388,3.447,3.388,3.387,51917.0,20260824103708,0.8644067796610172
etf,sh512660,512660,军工ETF,1.093,-1.26,1.104,1.111,1.092,1.107,10148.0,20260824103707,0.05263157894736289
