code,name,sector,source,price,pct,open,high,low,pre_close,amount,turnover,volume_ratio,quote_time,close_location,high_dist,low_rebound,price_vs_open,etf_name,etf_grade,etf_score,relative_strength,quality_score,quick_profit_score,oversold_score,explosion_index,explosion_reason,held,cost,position_pnl,event_note,signal,action,final_score,priority,life_stage,coach_score,candidate_grade,recommend_reasons,deduct_reasons,human_adjust,coach_action,coach_priority
601138,工业富联,AI服务器,核心池,62.19,1.98,60.26,62.98,59.88,60.98,670490.0,0.55,1.47,20260722131015,0.7451612903225805,-1.2543664655446207,3.857715430861708,3.20278791901758,人工智能ETF,A,73.06,0.51,67.65,78.84,0.0,0.0,,False,0.0,0,,快吃肉候选,仅小仓1手；尾盘确认且不得急拉追入,78.84,10,发酵,82.84,A,所属ETF强；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高；基础质量得分较好,无明显额外扣分,0.0,一级候选：尾盘确认后小仓，禁止急拉追买,5
600036,招商银行,银行,核心池,38.22,0.61,37.85,38.29,37.63,37.99,224400.0,0.29,0.89,20260722131016,0.8939393939393929,-0.1828153564899404,1.5678979537602888,0.9775429326287943,沪深300ETF,B,68.41,0.25,66.7,75.88,0.0,0.0,,False,0.0,0,,趋势候选,强ETF中的强股；等待回踩后小仓,75.88,9,启动,77.88,B,价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高；基础质量得分较好；板块处于启动阶段,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
601318,中国平安,保险,核心池,53.35,0.87,52.44,53.78,52.01,52.89,362722.0,0.64,0.96,20260722131017,0.7570621468926559,-0.7995537374488659,2.576427610074994,1.7353165522501879,沪深300ETF,B,68.41,0.51,67.12,75.34,0.0,0.0,,False,0.0,0,,趋势候选,强ETF中的强股；等待回踩后小仓,75.34,9,启动,77.34,B,价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高；基础质量得分较好；板块处于启动阶段,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
601899,紫金矿业,有色金属,核心池,32.68,8.18,30.81,32.68,30.81,30.21,1276107.0,1.94,2.54,20260722131017,1.0,0.0,6.069457968192138,6.069457968192138,有色金属ETF,S,90.51,3.68,68.21,89.17,0.0,25.0,当日涨幅超过7%,False,0.0,0,,快吃肉候选,仅小仓1手；尾盘确认且不得急拉追入,89.17,10,高潮,73.17,B,所属ETF强；明显强于行业；价格接近日内强势区；开盘后仍有承接；基础质量得分较好,当日涨幅过大；板块可能处于高潮；人工设置禁止追高,0.0,二级观察：等待回踩或次日确认,4
600276,恒瑞医药,创新药,核心池,54.96,0.05,54.35,56.49,54.27,54.93,371387.0,1.05,0.95,20260722131016,0.31081081081080997,-2.7084439723845,1.2714206744057543,1.1223551057957692,医疗ETF,C,56.73,0.66,67.14,59.46,0.0,0.0,,False,0.0,0,,回避,当前无优势,59.46,0,分歧,59.46,C,量能较健康；开盘后仍有承接；当日未明显追高；基础质量得分较好,冲高回落,0.0,回踩候选：当前不买，进入观察池,3
002371,北方华创,半导体设备,核心池,780.32,4.8,788.0,809.0,771.0,744.6,1323682.0,2.31,2.05,20260722131015,0.24526315789473815,-3.5451174289245935,1.2088197146562951,-0.9746192893400951,半导体ETF,C,57.07,1.39,68.24,57.77,0.0,15.0,冲高回落明显,False,0.0,0,,回避,当前无优势,57.77,0,分歧,57.77,C,明显强于行业；量能较健康；基础质量得分较好,冲高回落,0.0,回踩候选：当前不买，进入观察池,3
600536,中国软件,软件,核心池,33.62,-0.03,32.92,34.43,32.35,33.63,99693.0,3.55,1.21,20260722131017,0.6105769230769217,-2.3525994772001235,3.9258114374033815,2.1263669501822458,云计算ETF,D,42.5,-1.51,66.0,55.03,0.0,20.0,所属ETF为D级,True,0.0,0,,持仓减法,行业弱且个股更弱；反弹优先减1手,55.03,3,退潮,41.03,持仓,量能较健康；开盘后仍有承接；当日未明显追高；基础质量得分较好,弱于行业；所属行业偏弱；板块处于退潮阶段,0.0,行业弱且个股更弱；反弹优先减1手,2
688981,中芯国际,晶圆制造,核心池,157.32,-1.68,156.0,160.4,154.44,160.0,903188.0,2.87,1.1,20260722131016,0.4832214765100657,-1.9201995012468887,1.8648018648018683,0.846153846153852,半导体ETF,C,57.07,-5.09,67.91,46.49,0.0,0.0,,False,0.0,0,,回避,当前无优势,46.49,0,分歧,46.49,D,量能较健康；开盘后仍有承接；当日未明显追高；基础质量得分较好,弱于行业,0.0,禁止追入/暂时回避,1
688012,中微公司,半导体设备,核心池,396.25,-2.85,395.34,408.0,389.89,407.89,951633.0,2.54,1.24,20260722131016,0.35118718939812305,-2.8799019607843146,1.631229321090566,0.23018161582435415,半导体ETF,C,57.07,-6.26,67.96,40.11,0.0,0.0,,False,0.0,0,,回避,当前无优势,40.11,0,分歧,40.11,D,量能较健康；开盘后仍有承接；当日未明显追高；基础质量得分较好,弱于行业,0.0,禁止追入/暂时回避,1
002916,深南电路,PCB,核心池,351.46,0.42,345.0,366.98,341.29,350.0,312760.0,1.32,1.07,20260722131015,0.3958738808875033,-4.229113303177289,2.9798704913709617,1.8724637681159395,通信ETF,D,39.55,1.13,66.99,57.41,0.0,28.0,距日内高点较远；所属ETF为D级,False,0.0,0,,行业禁买,通信ETF为D级，停止新增,57.41,1,退潮,35.0,D,量能较健康；开盘后仍有承接；当日未明显追高；基础质量得分较好,所属行业偏弱；板块处于退潮阶段,0.0,禁止追入/暂时回避,1
