kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.13,-7.0,1.177,1.207,1.116,1.215,57569.0,20260728161331,0.1538461538461516
etf,sh512480,512480,半导体ETF,1.041,-7.38,1.087,1.116,1.031,1.124,189963.0,20260728161335,0.11764705882352926
etf,sh588200,588200,科创芯片ETF,1.175,-7.99,1.236,1.268,1.163,1.277,566873.0,20260728161320,0.11428571428571441
etf,sh515880,515880,通信ETF,0.6,-10.04,0.642,0.65,0.6,0.667,507963.0,20260728161322,0.0
etf,sh515980,515980,人工智能ETF,1.023,-7.84,1.078,1.087,1.016,1.11,47503.0,20260728161332,0.09859154929577324
etf,sh516820,516820,机器人ETF,0.338,-1.17,0.34,0.342,0.337,0.342,3307.0,20260728161325,0.2
etf,sh512170,512170,医疗ETF,0.32,-0.93,0.32,0.322,0.318,0.323,40523.0,20260728161330,0.5
etf,sh512880,512880,证券ETF,1.085,-1.72,1.098,1.098,1.081,1.104,196147.0,20260728161323,0.2352941176470573
etf,sh512690,512690,酒ETF,0.43,2.38,0.42,0.431,0.418,0.42,86069.0,20260728161323,0.9230769230769231
etf,sh515030,515030,新能源车ETF,1.578,-1.74,1.587,1.607,1.571,1.606,13531.0,20260728161330,0.19444444444444753
etf,sh515790,515790,光伏ETF,0.813,-2.05,0.821,0.828,0.807,0.83,15486.0,20260728161323,0.2857142857142819
etf,sh516510,516510,云计算ETF,1.638,-3.31,1.659,1.678,1.631,1.694,13030.0,20260728161332,0.14893617021276395
etf,sh515400,515400,大数据ETF,0.854,-1.61,0.852,0.867,0.846,0.868,10591.0,20260728161312,0.38095238095238093
etf,sh512400,512400,有色金属ETF,1.736,-2.25,1.743,1.757,1.72,1.776,92436.0,20260728161322,0.43243243243243373
etf,sh515220,515220,煤炭ETF,1.174,-1.1,1.175,1.178,1.147,1.187,74841.0,20260728161335,0.8709677419354834
etf,sh510300,510300,沪深300ETF,4.627,-2.65,4.69,4.7,4.609,4.753,783231.0,20260728161314,0.19780219780219513
etf,sh518880,518880,黄金ETF,8.4,-1.2,8.391,8.406,8.372,8.502,179346.0,20260728161323,0.8235294117647028
etf,sh510880,510880,红利ETF,3.232,0.0,3.219,3.235,3.189,3.232,168830.0,20260728161334,0.9347826086956591
etf,sh512660,512660,军工ETF,1.077,-2.45,1.086,1.1,1.07,1.104,27216.0,20260728161313,0.23333333333332965
