code,name,sector,source,price,pct,open,high,low,pre_close,amount,turnover,volume_ratio,quote_time,close_location,high_dist,low_rebound,price_vs_open,etf_name,etf_grade,etf_score,relative_strength,quality_score,quick_profit_score,oversold_score,explosion_index,explosion_reason,held,cost,position_pnl,event_note,event_risk_value,event_hard_veto,event_unknown,signal,action,final_score,priority,life_stage,coach_score,candidate_grade,recommend_reasons,deduct_reasons,human_adjust,coach_action,coach_priority
002297,博云新材,自动发现,今日自动发现,23.16,3.76,21.62,23.5,20.84,22.32,330846.0,25.88,1.41,20260909135806,0.8721804511278196,-1.4468085106382977,11.13243761996161,7.12303422756706,,C,50.0,3.76,55.04,85.08,0.0,18.0,换手率过高,False,0.0,0,,0.0,False,False,回避,当前无优势,85.08,0,未知,85.08,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
000338,潍柴动力,自动发现,历史动态池,27.92,4.92,27.0,28.12,27.0,26.61,250018.0,1.82,1.38,20260909135806,0.8214285714285722,-0.7112375533428139,3.4074074074074145,3.4074074074074145,,C,50.0,4.92,54.8,82.22,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,82.22,0,未知,82.22,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
601899,紫金矿业,有色金属,核心池,34.49,1.86,33.87,34.53,33.49,33.86,535482.0,0.76,1.07,20260909135805,0.9615384615384623,-0.11584129742252536,2.9859659599880573,1.8305284912902398,有色金属ETF,B,69.55,-0.01,67.46,78.06,0.0,0.0,,False,0.0,0,,0.0,False,False,快吃肉候选,仅小仓1手；尾盘确认且不得急拉追入,78.06,10,发酵,82.06,A,价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高；基础质量得分较好；板块处于发酵阶段,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
600489,中金黄金,自动发现,今日自动发现,25.95,2.98,24.92,25.97,24.86,25.2,167878.0,1.36,1.11,20260909135808,0.9819819819819824,-0.07701193685021313,4.384553499597743,4.13322632423756,,C,50.0,2.98,54.45,80.6,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,80.6,0,未知,80.6,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
600869,远东股份,自动发现,今日自动发现,23.8,5.03,22.33,23.98,22.08,22.66,557047.0,10.8,1.1,20260909135806,0.9052631578947371,-0.7506255212677226,7.789855072463769,6.583072100313481,,C,50.0,5.03,55.49,88.51,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,88.51,0,未知,78.51,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,接近追高区；人工设置禁止追高,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
000807,云铝股份,自动发现,今日自动发现,29.06,5.71,27.84,29.1,27.59,27.49,302315.0,3.08,2.19,20260909135806,0.9735099337748326,-0.13745704467355013,5.3280173976078204,4.382183908045967,,C,50.0,5.71,54.96,88.44,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,88.44,0,未知,78.44,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,接近追高区；人工设置禁止追高,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
601600,中国铝业,自动发现,今日自动发现,10.03,2.98,9.78,10.05,9.73,9.74,205699.0,1.57,1.81,20260909135809,0.9374999999999959,-0.19900497512439497,3.083247687564228,2.556237218813906,,C,50.0,2.98,54.63,77.69,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,77.69,0,未知,77.69,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
600967,内蒙一机,自动发现,今日自动发现,14.46,4.25,13.55,15.22,13.41,13.87,210719.0,8.7,1.49,20260909135807,0.5801104972375692,-4.993429697766095,7.829977628635354,6.715867158671585,,C,50.0,4.25,54.65,77.01,0.0,8.0,距日内高点较远,False,0.0,0,,0.0,False,False,回避,当前无优势,77.01,0,未知,77.01,A,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
601088,中国神华,煤炭,核心池,47.33,2.18,46.16,47.34,45.95,46.32,109666.0,0.14,1.05,20260909135805,0.9928057553956797,-0.021123785382348714,3.0032644178454637,2.534662045060654,煤炭ETF,S,89.93,-0.66,58.08,82.84,0.0,8.0,事件风险+8,False,0.0,0,近期业绩公告：中国神华:中国神华2026年半年度报告；近期业绩公告：中国神华:中国神华2026年半年度报告摘要,8.0,False,False,快吃肉候选,仅小仓1手；尾盘确认且不得急拉追入,82.84,10,高潮,76.84,A,所属ETF强；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,板块可能处于高潮,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
300209,行云科技,自动发现,今日自动发现,36.82,3.6,36.09,37.18,35.7,35.54,237515.0,8.73,1.27,20260909135806,0.7567567567567566,-0.9682625067240491,3.137254901960773,2.0227209753394204,,C,50.0,3.6,54.75,75.53,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,75.53,0,未知,75.53,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
