code,name,sector,source,price,pct,open,high,low,pre_close,amount,turnover,volume_ratio,quote_time,close_location,high_dist,low_rebound,price_vs_open,etf_name,etf_grade,etf_score,relative_strength,quality_score,quick_profit_score,oversold_score,explosion_index,explosion_reason,held,cost,position_pnl,event_note,event_risk_value,event_hard_veto,event_unknown,signal,action,final_score,priority,life_stage,coach_score,candidate_grade,recommend_reasons,deduct_reasons,human_adjust,coach_action,coach_priority
600522,中天科技,自动发现,今日自动发现,33.97,4.43,31.8,34.07,31.31,32.53,341747.0,3.08,1.98,20260825103056,0.9637681159420285,-0.2935133548576552,8.495688278505265,6.823899371069175,,C,50.0,4.43,55.07,68.12,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,68.12,0,未知,56.12,B,安全补位机制；明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,市场风险较高,0.0,安全补位候选：无确认消息雷、爆雷指数较低；仅尾盘走势稳定时考虑1手,4
603618,杭电股份,自动发现,今日自动发现,29.05,4.5,27.02,29.48,26.22,27.8,114568.0,5.93,2.23,20260825103101,0.8680981595092025,-1.4586160108548185,10.79328756674296,7.512953367875652,,C,50.0,4.5,54.12,67.41,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,67.41,0,未知,55.41,B,安全补位机制；明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,市场风险较高,0.0,安全补位候选：无确认消息雷、爆雷指数较低；仅尾盘走势稳定时考虑1手,4
688256,寒武纪,国产AI芯片,核心池,1005.53,3.76,970.0,1014.93,953.0,969.05,644460.0,1.03,1.8,20260825103058,0.8482157274342002,-0.9261722483323909,5.512067156348377,3.662886597938142,科创芯片ETF,C,54.67,4.91,67.62,67.16,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,67.16,0,震荡,55.16,B,安全补位机制；明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高；基础质量得分较好,市场风险较高,0.0,安全补位候选：无确认消息雷、爆雷指数较低；仅尾盘走势稳定时考虑1手,4
600498,烽火通信,自动发现,今日自动发现,40.46,3.43,37.89,40.58,37.33,39.12,160905.0,3.27,1.86,20260825103056,0.9630769230769238,-0.29571217348446366,8.384677203321722,6.782792293481132,,C,50.0,3.43,54.41,65.16,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,65.16,0,未知,53.16,C,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,市场风险较高,0.0,普通观察：当前不买，保留跟踪,3
600487,亨通光电,自动发现,今日自动发现,63.91,5.76,58.2,64.89,57.0,60.43,709535.0,4.78,2.31,20260825103058,0.8757921419518373,-1.5102481121898714,12.122807017543845,9.81099656357387,,C,50.0,5.76,55.7,74.51,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,74.51,0,未知,52.51,C,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,接近追高区；市场风险较高；人工设置禁止追高,0.0,普通观察：当前不买，保留跟踪,3
600536,中国软件,软件,核心池,32.31,-2.68,33.0,33.2,32.28,33.2,39932.0,1.45,0.87,20260825103056,0.03260869565217509,-2.6807228915662673,0.09293680297397522,-2.0909090909090877,云计算ETF,E,26.21,-2.37,65.2,11.04,0.0,35.0,所属ETF为E级,True,0.0,0,,0.0,False,False,持仓减法,行业弱且个股更弱；反弹优先减1手,11.04,3,退潮,0.0,持仓,量能较健康；当日未明显追高；基础质量得分较好,弱于行业；所属行业偏弱；板块处于退潮阶段；市场风险较高,0.0,行业弱且个股更弱；反弹优先减1手,2
601088,中国神华,煤炭,核心池,47.29,0.85,46.89,47.5,46.73,46.89,62238.0,0.08,1.81,20260825103056,0.7272727272727273,-0.4421052631578992,1.1983736357800145,0.853060354020041,煤炭ETF,A,75.46,0.31,65.59,55.14,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,55.14,0,启动,45.14,D,所属ETF强；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高；基础质量得分较好,市场风险较高,0.0,禁止追入/暂时回避,1
600105,永鼎股份,自动发现,今日自动发现,38.77,1.89,36.99,38.96,36.56,38.05,186909.0,3.4,1.51,20260825103057,0.9208333333333343,-0.4876796714578968,6.044857768052525,4.812111381454454,,C,50.0,1.89,46.54,55.88,0.0,8.0,事件风险+8,False,0.0,0,近期业绩公告：永鼎股份:永鼎股份2026年半年度报告；近期业绩公告：永鼎股份:永鼎股份2026年半年度报告摘要；近期业绩公告：永鼎股份:永鼎股份关于召开2026年半年度业绩暨现金分红说明会的公告,8.0,False,False,回避,当前无优势,55.88,0,未知,43.88,D,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,市场风险较高,0.0,禁止追入/暂时回避,1
601869,长飞光纤,自动发现,今日自动发现,400.58,5.64,360.0,411.11,345.01,379.19,444730.0,2.9,3.49,20260825103057,0.8406959152798785,-2.5613582739412832,16.10677951363728,11.272222222222217,,C,50.0,5.64,47.3,65.62,0.0,8.0,事件风险+8,False,0.0,0,近期业绩公告：长飞光纤:长飞光纤光缆股份有限公司2026年半年度报告；近期业绩公告：长飞光纤:长飞光纤光缆股份有限公司2026年半年度报告摘要,8.0,False,False,回避,当前无优势,65.62,0,未知,43.62,D,明显强于行业；价格接近日内强势区；开盘后仍有承接,接近追高区；市场风险较高；人工设置禁止追高,0.0,禁止追入/暂时回避,1
300209,行云科技,自动发现,今日自动发现,34.96,3.13,33.0,35.49,32.56,33.9,201922.0,7.85,2.4,20260825103057,0.8191126279863478,-1.4933784164553376,7.3710073710073765,5.939393939393933,,C,50.0,3.13,22.61,54.3,0.0,32.0,事件风险+32,False,0.0,0,风险公告：行云科技:关于实际控制人及其一致行动人相关诉讼的进展公告,32.0,False,False,回避,当前无优势,54.3,0,未知,42.3,D,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,市场风险较高,0.0,禁止追入/暂时回避,1
603986,兆易创新,自动发现,今日自动发现,386.2,1.19,367.0,390.5,367.0,381.66,730766.0,2.87,1.56,20260825103058,0.8170212765957442,-1.1011523687580071,5.231607629427781,5.231607629427781,,C,50.0,1.19,47.73,52.95,0.0,8.0,事件风险+8,False,0.0,0,近期业绩公告：兆易创新:兆易创新关于召开2026年半年度业绩说明会的公告；近期业绩公告：兆易创新:兆易创新2026年半年度报告摘要；近期业绩公告：兆易创新:兆易创新2026年半年度报告,8.0,False,False,回避,当前无优势,52.95,0,未知,40.95,D,价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,市场风险较高,0.0,禁止追入/暂时回避,1
300139,晓程科技,自动发现,历史动态池,55.15,-5.45,57.75,58.47,54.04,58.33,225746.0,17.25,2.76,20260825103057,0.25056433408577866,-5.6781255344621195,2.054034048852693,-4.502164502164508,,C,50.0,-5.45,54.71,4.41,52.92,40.0,当日大跌，进入风险观察；换手率偏高,False,0.0,0,,0.0,False,False,回避,当前无优势,52.92,0,未知,40.92,D,当日未明显追高,弱于行业；市场风险较高,0.0,禁止追入/暂时回避,1
600186,莲花控股,自动发现,今日自动发现,11.41,0.71,10.99,11.55,10.8,11.33,104316.0,5.19,1.4,20260825103057,0.8133333333333326,-1.21212121212122,5.6481481481481355,3.821656050955413,,C,50.0,0.71,54.04,50.88,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,50.88,0,未知,38.88,D,价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,市场风险较高,0.0,禁止追入/暂时回避,1
600183,生益科技,自动发现,今日自动发现,128.25,1.54,124.0,130.0,122.05,126.3,364425.0,1.19,1.66,20260825103056,0.779874213836478,-1.3461538461538414,5.079885292912745,3.427419354838701,,C,50.0,1.54,47.12,50.66,0.0,8.0,事件风险+8,False,0.0,0,近期业绩公告：生益科技:生益科技关于召开2026年半年度业绩说明会的公告；近期业绩公告：生益科技:生益科技2026年半年度报告；近期业绩公告：生益科技:生益科技2026年半年度报告摘要,8.0,False,False,回避,当前无优势,50.66,0,未知,38.66,D,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,市场风险较高,0.0,禁止追入/暂时回避,1
