kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.243,10.0,1.15,1.243,1.091,1.13,88396.0,20260721161433,1.0
etf,sh512480,512480,半导体ETF,1.144,10.0,1.056,1.144,1.0,1.04,283939.0,20260721161434,1.0
etf,sh588200,588200,科创芯片ETF,1.349,14.32,1.202,1.352,1.13,1.18,899236.0,20260721161441,0.986486486486486
etf,sh515880,515880,通信ETF,0.701,8.68,0.649,0.702,0.608,0.645,758977.0,20260721161452,0.9893617021276596
etf,sh515980,515980,人工智能ETF,1.153,8.47,1.065,1.153,1.016,1.063,57018.0,20260721161431,1.0
etf,sh516820,516820,机器人ETF,0.347,-0.29,0.348,0.348,0.34,0.348,5298.0,20260721161455,0.8749999999999991
etf,sh512170,512170,医疗ETF,0.328,0.61,0.323,0.328,0.321,0.326,59279.0,20260721161430,1.0
etf,sh512880,512880,证券ETF,1.123,0.45,1.123,1.131,1.106,1.118,295727.0,20260721161455,0.6799999999999986
etf,sh512690,512690,酒ETF,0.425,-1.62,0.43,0.437,0.422,0.432,118256.0,20260721161451,0.2
etf,sh515030,515030,新能源车ETF,1.579,4.09,1.52,1.582,1.517,1.517,14049.0,20260721161432,0.9538461538461522
etf,sh515790,515790,光伏ETF,0.815,3.82,0.788,0.816,0.771,0.785,47057.0,20260721161451,0.9777777777777777
etf,sh516510,516510,云计算ETF,1.761,4.57,1.676,1.761,1.632,1.684,27816.0,20260721161433,1.0
etf,sh515400,515400,大数据ETF,0.899,4.66,0.858,0.899,0.828,0.859,24353.0,20260721161442,1.0
etf,sh512400,512400,有色金属ETF,1.71,5.23,1.649,1.711,1.622,1.625,96066.0,20260721161454,0.988764044943819
etf,sh515220,515220,煤炭ETF,1.191,-1.81,1.205,1.215,1.174,1.213,146889.0,20260721161437,0.414634146341465
etf,sh510300,510300,沪深300ETF,4.787,2.95,4.677,4.789,4.617,4.65,1289464.0,20260721161445,0.9883720930232571
etf,sh518880,518880,黄金ETF,8.468,1.8,8.352,8.477,8.345,8.318,270062.0,20260721161454,0.9318181818181791
etf,sh510880,510880,红利ETF,3.205,-1.14,3.238,3.279,3.2,3.242,152947.0,20260721161456,0.0632911392405052
etf,sh512660,512660,军工ETF,1.09,3.32,1.06,1.092,1.038,1.055,42108.0,20260721161444,0.9629629629629629
