kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.083,-2.26,1.102,1.103,1.081,1.108,23007.0,20260924161440,0.09090909090909091
etf,sh512480,512480,半导体ETF,1.023,-2.66,1.04,1.044,1.023,1.051,97193.0,20260924161456,0.0
etf,sh588200,588200,科创芯片ETF,1.16,-2.44,1.181,1.185,1.158,1.189,191073.0,20260924161454,0.07407407407407376
etf,sh515880,515880,通信ETF,0.679,-3.14,0.696,0.7,0.678,0.701,327466.0,20260924161453,0.045454545454545685
etf,sh515980,515980,人工智能ETF,1.012,-1.84,1.025,1.031,1.012,1.031,11464.0,20260924161451,0.0
etf,sh516820,516820,机器人ETF,0.343,-2.56,0.351,0.351,0.342,0.352,5000.0,20260924161459,0.1111111111111118
etf,sh512170,512170,医疗ETF,0.341,-2.29,0.348,0.351,0.341,0.349,48013.0,20260924161455,0.0
etf,sh512880,512880,证券ETF,1.046,-1.78,1.062,1.063,1.043,1.065,130475.0,20260924161458,0.15000000000000555
etf,sh512690,512690,酒ETF,0.408,-1.69,0.414,0.416,0.407,0.415,30788.0,20260924161448,0.1111111111111111
etf,sh515030,515030,新能源车ETF,1.472,-2.13,1.506,1.506,1.471,1.504,12243.0,20260924161447,0.02857142857142549
etf,sh515790,515790,光伏ETF,0.792,-2.7,0.812,0.812,0.792,0.814,9790.0,20260924161435,0.0
etf,sh516510,516510,云计算ETF,1.626,-1.69,1.648,1.655,1.626,1.654,17203.0,20260924161450,0.0
etf,sh515400,515400,大数据ETF,0.835,-1.42,0.845,0.848,0.833,0.847,4839.0,20260924161455,0.13333333333333333
etf,sh512400,512400,有色金属ETF,1.658,-3.44,1.702,1.702,1.654,1.717,69905.0,20260924161455,0.08333333333333333
etf,sh515220,515220,煤炭ETF,1.266,0.32,1.263,1.28,1.258,1.262,40099.0,20260924161445,0.36363636363636365
etf,sh510300,510300,沪深300ETF,4.515,-1.63,4.578,4.579,4.512,4.59,322089.0,20260924161456,0.044776119402986654
etf,sh518880,518880,黄金ETF,8.788,-1.23,8.838,8.846,8.783,8.897,371633.0,20260924161451,0.079365079365091
etf,sh510880,510880,红利ETF,3.357,0.21,3.353,3.373,3.348,3.35,51959.0,20260924161449,0.36000000000000854
etf,sh512660,512660,军工ETF,1.129,-1.83,1.146,1.151,1.128,1.15,22176.0,20260924161457,0.04347826086956984
