kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.103,-2.39,1.127,1.138,1.057,1.13,65898.0,20260729134924,0.567901234567902
etf,sh512480,512480,半导体ETF,1.021,-1.92,1.035,1.052,0.978,1.041,186229.0,20260729134924,0.5810810810810796
etf,sh588200,588200,科创芯片ETF,1.156,-1.62,1.175,1.197,1.103,1.175,444240.0,20260729134923,0.5638297872340414
etf,sh515880,515880,通信ETF,0.602,0.33,0.599,0.61,0.574,0.6,388360.0,20260729134923,0.7777777777777778
etf,sh515980,515980,人工智能ETF,1.022,-0.1,1.024,1.034,0.977,1.023,24033.0,20260729134924,0.7894736842105263
etf,sh516820,516820,机器人ETF,0.346,2.37,0.339,0.348,0.339,0.338,5850.0,20260729134920,0.7777777777777765
etf,sh512170,512170,医疗ETF,0.326,1.88,0.321,0.328,0.319,0.32,55725.0,20260729134925,0.7777777777777778
etf,sh512880,512880,证券ETF,1.107,2.03,1.087,1.111,1.084,1.085,214082.0,20260729134925,0.8518518518518512
etf,sh512690,512690,酒ETF,0.437,1.63,0.429,0.44,0.428,0.43,70052.0,20260729134925,0.75
etf,sh515030,515030,新能源车ETF,1.612,2.15,1.57,1.62,1.546,1.578,12952.0,20260729134923,0.8918918918918919
etf,sh515790,515790,光伏ETF,0.816,0.37,0.811,0.82,0.791,0.813,19110.0,20260729134925,0.8620689655172409
etf,sh516510,516510,云计算ETF,1.621,-1.04,1.632,1.647,1.571,1.638,17410.0,20260729134924,0.6578947368421053
etf,sh515400,515400,大数据ETF,0.836,-2.11,0.853,0.857,0.814,0.854,12989.0,20260729134925,0.5116279069767442
etf,sh512400,512400,有色金属ETF,1.775,2.25,1.736,1.784,1.712,1.736,57080.0,20260729134924,0.8749999999999984
etf,sh515220,515220,煤炭ETF,1.205,2.64,1.171,1.206,1.169,1.174,48090.0,20260729134925,0.9729729729729759
etf,sh510300,510300,沪深300ETF,4.663,0.78,4.624,4.686,4.574,4.627,509331.0,20260729134924,0.7946428571428601
etf,sh518880,518880,黄金ETF,8.38,-0.24,8.34,8.389,8.34,8.4,138483.0,20260729134923,0.8163265306122722
etf,sh510880,510880,红利ETF,3.284,1.61,3.23,3.285,3.221,3.232,74868.0,20260729134925,0.9843749999999948
etf,sh512660,512660,军工ETF,1.092,1.39,1.074,1.098,1.064,1.077,27126.0,20260729134923,0.8235294117647058
