code,name,sector,source,price,pct,open,high,low,pre_close,amount,turnover,volume_ratio,quote_time,close_location,high_dist,low_rebound,price_vs_open,etf_name,etf_grade,etf_score,relative_strength,quality_score,quick_profit_score,oversold_score,held,cost,position_pnl,event_note,signal,action,final_score,priority
601633,长城汽车,新能源车,核心池,16.03,2.36,15.7,16.16,15.7,15.66,30483.0,0.31,1.22,20260720142437,0.7173913043478288,-0.8044554455445496,2.1019108280254883,2.1019108280254883,新能源车ETF,D,40.0,6.35,64.97,61.18,0.0,False,0,0,,行业禁买,新能源车ETF为D级，停止新增,61.18,1
600584,长电科技,封测,核心池,76.94,-10.0,86.0,86.99,76.94,85.49,1505945.0,10.4,0.91,20260720142439,0.0,-11.553052074951143,0.0,-10.534883720930232,半导体ETF,E,9.68,-5.42,68.36,0.0,60.68,False,0,0,,行业禁买,半导体ETF为E级，停止新增,60.68,1
600183,生益科技,PCB,核心池,119.54,-9.64,136.0,136.0,119.13,132.29,1067811.0,3.54,1.23,20260720142437,0.02430349733254361,-12.102941176470583,0.3441618400067181,-12.102941176470583,通信ETF,E,13.87,-5.85,68.06,0.0,60.31,False,0,0,,行业禁买,通信ETF为E级，停止新增,60.31,1
300476,胜宏科技,PCB,核心池,218.3,-9.61,246.7,248.36,217.77,241.5,885957.0,4.46,1.29,20260720142436,0.017325923504413244,-12.10339829280077,0.24337603894015736,-11.511957843534649,通信ETF,E,13.87,-5.82,67.89,0.0,60.19,False,0,0,,行业禁买,通信ETF为E级，停止新增,60.19,1
300900,广联航空,低空经济,核心池,22.51,-8.57,25.32,25.6,22.3,24.62,38140.0,6.22,0.71,20260720142436,0.06363636363636388,-12.070312500000002,0.9417040358744355,-11.097946287519743,军工ETF,E,29.09,-6.59,65.16,0.0,59.37,False,0,0,,行业禁买,军工ETF为E级，停止新增,59.37,1
300548,博创科技,光通信,核心池,151.08,-9.1,172.98,177.55,150.6,166.21,241233.0,5.39,1.12,20260720142436,0.01781076066790419,-14.908476485497047,0.3187250996016022,-12.660423170308698,通信ETF,E,13.87,-5.31,66.76,0.0,58.48,False,0,0,,行业禁买,通信ETF为E级，停止新增,58.48,1
002156,通富微电,封测,核心池,62.18,-9.04,70.02,72.0,61.8,68.36,1197523.0,11.63,0.87,20260720142436,0.037254901960784556,-13.63888888888889,0.614886731391584,-11.196800914024562,半导体ETF,E,9.68,-4.46,68.16,0.0,57.77,False,0,0,,行业禁买,半导体ETF为E级，停止新增,57.77,1
688072,拓荆科技,半导体设备,核心池,635.94,-9.03,718.79,725.0,630.01,699.08,585221.0,3.08,0.72,20260720142438,0.06242762396041755,-12.284137931034477,0.9412549007158821,-11.52631505724897,半导体ETF,E,9.68,-4.45,67.53,0.0,57.64,False,0,0,,行业禁买,半导体ETF为E级，停止新增,57.64,1
600760,中航沈飞,军工,核心池,41.66,3.61,40.59,42.27,40.5,40.21,103705.0,0.88,1.78,20260720142440,0.655367231638415,-1.4431038561627751,2.8641975308641987,2.636117270263605,军工ETF,E,29.09,5.59,66.03,55.24,0.0,False,0,0,,行业禁买,军工ETF为E级，停止新增,55.24,1
688525,佰维存储,存储芯片,核心池,233.62,-7.61,266.0,268.03,232.51,252.86,919870.0,7.85,1.01,20260720142436,0.0312500000000004,-12.838115136365325,0.47739882155606317,-12.172932330827068,芯片ETF,E,13.39,-3.19,67.93,0.0,54.11,False,0,0,,行业禁买,芯片ETF为E级，停止新增,54.11,1
603986,兆易创新,存储芯片,核心池,428.35,-7.51,479.0,485.87,426.5,463.15,2742913.0,8.96,1.13,20260720142438,0.031160518780529268,-11.838557638874592,0.43376318874561726,-10.574112734864293,芯片ETF,E,13.39,-3.09,68.88,0.0,53.96,False,0,0,,行业禁买,芯片ETF为E级，停止新增,53.96,1
300223,北京君正,芯片设计,核心池,142.23,-7.53,162.0,163.9,141.8,153.82,572424.0,8.93,1.09,20260720142436,0.019457013574659662,-13.22147651006712,0.30324400564172294,-12.203703703703706,芯片ETF,E,13.39,-3.11,67.52,0.0,53.8,False,0,0,,行业禁买,芯片ETF为E级，停止新增,53.8,1
600118,中国卫星,商业航天,核心池,58.3,-6.5,63.8,64.09,57.9,62.35,271906.0,3.77,0.66,20260720142437,0.06462035541195449,-9.034170697456712,0.6908462867011966,-8.62068965517241,军工ETF,E,29.09,-4.52,66.87,0.0,53.44,False,0,0,,行业禁买,军工ETF为E级，停止新增,53.44,1
688082,盛美上海,半导体设备,核心池,278.15,-7.44,309.52,315.0,277.01,300.5,231173.0,1.64,1.06,20260720142438,0.030007896814950936,-11.698412698412708,0.4115374896213053,-10.13504781597312,半导体ETF,E,9.68,-2.86,66.73,0.0,52.74,False,0,0,,行业禁买,半导体ETF为E级，停止新增,52.74,1
688126,沪硅产业,半导体材料,核心池,24.71,-7.31,27.62,27.94,24.66,26.66,330335.0,4.42,0.96,20260720142437,0.015243902439024602,-11.560486757337152,0.20275750202758402,-10.53584359160029,半导体ETF,E,9.68,-2.73,67.04,0.0,52.4,False,0,0,,行业禁买,半导体ETF为E级，停止新增,52.4,1
601689,拓普集团,机器人,核心池,47.97,-5.33,50.67,51.39,47.8,50.67,153212.0,1.78,1.12,20260720142438,0.04735376044568288,-6.654991243432573,0.35564853556486753,-5.328596802841923,机器人ETF,D,38.39,-7.13,66.37,0.0,51.52,False,0,0,,行业禁买,机器人ETF为D级，停止新增,51.52,1
603728,鸣志电器,机器人,核心池,46.9,-5.33,49.87,50.47,46.66,49.54,37282.0,1.83,0.98,20260720142439,0.06299212598425245,-7.073509015256585,0.5143591941705994,-5.955484259073584,机器人ETF,D,38.39,-7.13,65.14,0.0,51.32,False,0,0,,行业禁买,机器人ETF为D级，停止新增,51.32,1
688599,天合光能,光伏,核心池,12.41,0.65,12.23,12.53,12.03,12.33,40570.0,1.41,1.25,20260720142438,0.7600000000000016,-0.9577015163607316,3.158769742310885,1.4717906786590351,光伏ETF,D,35.67,3.28,65.22,51.16,0.0,False,0,0,,行业禁买,光伏ETF为D级，停止新增,51.16,1
301308,江波龙,存储芯片,核心池,371.72,-6.13,414.1,416.98,371.18,396.0,637891.0,5.77,0.98,20260720142436,0.011790393013100881,-10.854237613314787,0.14548197639958627,-10.23424293648877,芯片ETF,E,13.39,-1.71,67.61,0.0,49.62,False,0,0,,行业禁买,芯片ETF为E级，停止新增,49.62,1
688536,思瑞浦,模拟芯片,核心池,227.33,-6.09,250.31,255.9,227.0,242.08,122420.0,3.76,1.17,20260720142438,0.011418685121107696,-11.164517389605312,0.1453744493392195,-9.180616036115207,芯片ETF,E,13.39,-1.67,66.18,0.0,49.27,False,0,0,,行业禁买,芯片ETF为E级，停止新增,49.27,1
688019,安集科技,半导体材料,核心池,224.01,-6.3,245.0,248.0,222.33,239.06,225531.0,4.25,0.97,20260720142437,0.06544604596805528,-9.6733870967742,0.7556335177438811,-8.567346938775511,半导体ETF,E,9.68,-1.72,62.71,0.0,48.68,False,0,0,2026-07-16公告：安集科技:部分董事及高级管理人员减持股份结果公告,行业禁买,半导体ETF为E级，停止新增,48.68,1
688200,华峰测控,半导体设备,核心池,350.61,-5.98,391.56,395.0,348.6,372.91,235046.0,3.17,1.02,20260720142438,0.0433189655172412,-11.237974683544305,0.5765920826161786,-10.458167330677293,半导体ETF,E,9.68,-1.4,66.74,0.0,48.36,False,0,0,,行业禁买,半导体ETF为E级，停止新增,48.36,1
688120,华海清科,半导体设备,核心池,228.43,-5.48,247.0,252.99,223.72,241.67,366791.0,3.12,0.92,20260720142438,0.16091561325589362,-9.707893592632121,2.10531020919007,-7.518218623481776,半导体ETF,E,9.68,-0.9,67.13,4.61,46.92,False,0,0,,行业禁买,半导体ETF为E级，停止新增,46.92,1
603501,豪威集团,芯片设计,核心池,98.99,-4.93,106.0,106.99,98.5,104.12,388542.0,3.15,0.95,20260720142439,0.05771495877502888,-7.477334330311248,0.49746192893400654,-6.61320754716982,芯片ETF,E,13.39,-0.51,63.18,5.6,45.31,False,0,0,2026-07-17公告：豪威集团:关于控股股东部分股权质押及解除质押的公告,行业禁买,芯片ETF为E级，停止新增,45.31,1
002938,鹏鼎控股,PCB,核心池,89.5,-4.68,95.97,98.0,86.9,93.89,326074.0,1.53,0.89,20260720142436,0.23423423423423384,-8.673469387755105,2.9919447640966546,-6.74169011149317,通信ETF,E,13.87,-0.89,67.03,8.4,45.26,False,0,0,,行业禁买,通信ETF为E级，停止新增,45.26,1
688037,芯源微,半导体设备,核心池,295.35,-4.91,320.0,327.99,290.0,310.59,215015.0,3.41,1.06,20260720142440,0.14082653329823694,-9.951522912283906,1.8448275862068986,-7.7031249999999885,半导体ETF,E,9.68,-0.33,66.66,5.48,45.14,False,0,0,,行业禁买,半导体ETF为E级，停止新增,45.14,1
603893,瑞芯微,芯片设计,核心池,204.12,1.05,205.23,216.0,193.36,202.0,589934.0,6.77,1.27,20260720142437,0.4752650176678444,-5.499999999999994,5.564749689697979,-0.5408565999122872,芯片ETF,E,13.39,5.47,67.54,38.66,0.0,False,0,0,,行业禁买,芯片ETF为E级，停止新增,38.66,1
002594,比亚迪,新能源车,核心池,93.1,-0.4,93.49,95.28,92.77,93.47,354936.0,1.09,0.8,20260720142436,0.13147410358565642,-2.2879932829555027,0.3557184434623162,-0.4171569151780963,新能源车ETF,D,40.0,3.59,67.1,36.59,0.0,False,0,0,,行业禁买,新能源车ETF为D级，停止新增,36.59,1
601012,隆基绿能,光伏,核心池,11.78,0.26,11.75,12.03,11.7,11.75,119381.0,1.33,1.11,20260720142437,0.2424242424242426,-2.0781379883624274,0.6837606837606813,0.2553191489361728,光伏ETF,D,35.67,2.89,66.15,35.86,0.0,False,0,0,,行业禁买,光伏ETF为D级，停止新增,35.86,1
000938,紫光股份,AI服务器,核心池,37.42,6.52,38.6,38.64,37.08,35.13,1733999.0,15.85,1.24,20260720142439,0.2179487179487198,-3.1573498964803326,0.9169363538295672,-3.0569948186528473,人工智能ETF,D,44.05,6.42,68.48,35.64,0.0,False,0,0,,行业禁买,人工智能ETF为D级，停止新增,35.64,1
603019,中科曙光,国产算力,核心池,90.48,2.95,90.86,95.96,89.87,87.89,781003.0,5.76,0.98,20260720142437,0.10016420361247956,-5.71071279699874,0.6787582062979913,-0.41822584195465584,人工智能ETF,D,44.05,2.85,67.79,35.51,0.0,False,0,0,,行业禁买,人工智能ETF为D级，停止新增,35.51,1
300002,神州泰岳,AI应用,核心池,7.91,0.51,7.87,8.07,7.81,7.87,35152.0,2.39,0.76,20260720142439,0.3846153846153857,-1.9826517967781898,1.2804097311139628,0.5082592121982143,人工智能ETF,D,44.05,0.41,65.09,34.49,0.0,False,0,0,,行业禁买,人工智能ETF为D级，停止新增,34.49,1
601127,赛力斯,新能源车,核心池,54.37,0.13,54.3,55.78,54.24,54.3,111482.0,1.3,0.65,20260720142439,0.08441558441558152,-2.5277877375403435,0.23967551622419148,0.12891344383056946,新能源车ETF,D,40.0,4.12,70.09,33.98,0.0,False,0,0,2026-07-20公告：赛力斯:关于公司董事、高级管理人员及骨干团队增持A股及H股股份结果公告,行业禁买,新能源车ETF为D级，停止新增,33.98,1
000977,浪潮信息,AI服务器,核心池,79.83,3.14,82.02,85.14,79.82,77.4,1289017.0,10.64,1.15,20260720142439,0.0018796992481212597,-6.236786469344613,0.012528188423965858,-2.670080468178493,人工智能ETF,D,44.05,3.04,68.22,31.3,0.0,False,0,0,,行业禁买,人工智能ETF为D级，停止新增,31.3,1
300496,中科创达,软件/智能驾驶,核心池,56.89,1.32,58.5,58.99,56.16,56.15,97520.0,4.58,1.11,20260720142436,0.2579505300353366,-3.5599254110866285,1.2998575498575526,-2.752136752136747,人工智能ETF,D,44.05,1.22,65.98,30.19,0.0,False,0,0,,行业禁买,人工智能ETF为D级，停止新增,30.19,1
300418,昆仑万维,AI应用,核心池,41.71,-0.67,41.99,43.56,40.83,41.99,335998.0,6.78,0.86,20260720142436,0.3223443223443228,-4.247015610651972,2.1552779818760692,-0.6668254346272939,人工智能ETF,D,44.05,-0.77,67.05,28.92,0.0,False,0,0,,行业禁买,人工智能ETF为D级，停止新增,28.92,1
600893,航发动力,军工,核心池,32.47,0.43,32.78,33.86,32.3,32.33,119566.0,1.36,1.03,20260720142438,0.1089743589743599,-4.105138806851749,0.5263157894736858,-0.9456985967053133,军工ETF,E,29.09,2.41,66.16,28.31,0.0,False,0,0,,行业禁买,军工ETF为E级，停止新增,28.31,1
300502,新易盛,光模块/CPO,核心池,491.8,1.85,512.0,523.96,491.18,482.88,2967896.0,4.66,1.28,20260720142436,0.018913971934106284,-6.1378731200855015,0.12622663789241262,-3.945312499999998,通信ETF,E,13.87,5.64,68.94,26.9,0.0,False,0,0,,行业禁买,通信ETF为E级，停止新增,26.9,1
300274,阳光电源,光伏,核心池,100.55,-1.04,102.0,105.49,100.51,101.61,569142.0,3.48,0.92,20260720142436,0.008032128514054644,-4.682908332543367,0.03979703512086985,-1.4215686274509864,光伏ETF,D,35.67,1.59,67.51,26.14,0.0,False,0,0,,行业禁买,光伏ETF为D级，停止新增,26.14,1
688122,西部超导,军工,核心池,47.66,-1.73,48.6,49.6,46.66,48.5,50635.0,1.61,0.99,20260720142438,0.34013605442176814,-3.9112903225806517,2.1431633090441604,-1.9341563786008376,军工ETF,E,29.09,0.25,65.41,24.88,0.0,False,0,0,,行业禁买,军工ETF为E级，停止新增,24.88,1
002371,北方华创,半导体设备,核心池,675.0,-0.3,704.0,716.66,666.0,677.0,1062009.0,2.12,1.19,20260720142436,0.17765495459928948,-5.81307733095191,1.3513513513513598,-4.119318181818176,半导体ETF,E,9.68,4.28,68.05,24.08,0.0,False,0,0,,行业禁买,半导体ETF为E级，停止新增,24.08,1
688347,华虹公司,晶圆制造,核心池,308.99,-0.0,321.0,334.99,307.82,309.0,890501.0,6.79,1.19,20260720142438,0.04306220095693836,-7.761425714200421,0.38009226171138444,-3.7414330218068503,半导体ETF,E,9.68,4.58,67.9,23.04,0.0,False,0,0,,行业禁买,半导体ETF为E级，停止新增,23.04,1
002230,科大讯飞,AI应用,核心池,40.44,-1.65,40.6,41.23,40.33,41.12,137791.0,1.55,0.86,20260720142439,0.12222222222222179,-1.9160805238903733,0.27274981403422327,-0.3940886699507429,人工智能ETF,D,44.05,-1.75,66.28,22.94,0.0,False,0,0,,行业禁买,人工智能ETF为D级，停止新增,22.94,1
688041,海光信息,国产算力,核心池,302.47,-0.79,311.0,317.91,299.92,304.88,855475.0,1.19,0.97,20260720142438,0.14174541411895553,-4.856720455474816,0.8502267271272457,-2.742765273311887,人工智能ETF,D,44.05,-0.89,67.86,22.73,0.0,False,0,0,,行业禁买,人工智能ETF为D级，停止新增,22.73,1
300857,协创数据,AI服务器,核心池,214.32,0.73,224.5,242.0,213.51,212.76,638498.0,5.75,1.78,20260720142436,0.0284310284310285,-11.43801652892562,0.37937333145987573,-4.534521158129179,人工智能ETF,D,44.05,0.63,67.61,22.42,0.0,False,0,0,,行业禁买,人工智能ETF为D级，停止新增,22.42,1
688981,中芯国际,晶圆制造,核心池,139.36,-0.37,145.0,147.47,139.0,139.88,1078038.0,3.75,0.89,20260720142437,0.042502951593862304,-5.49942361158201,0.2589928057554092,-3.889655172413786,半导体ETF,E,9.68,4.21,68.07,21.84,0.0,False,0,0,,行业禁买,半导体ETF为E级，停止新增,21.84,1
300308,中际旭创,光模块/CPO,核心池,982.0,0.26,1028.43,1057.77,981.11,979.46,3992589.0,3.53,1.23,20260720142436,0.011609705191755632,-7.163182922563505,0.09071357951706549,-4.514648541952305,通信ETF,E,13.87,4.05,69.2,21.65,0.0,False,0,0,,行业禁买,通信ETF为E级，停止新增,21.65,1
002085,万丰奥威,低空经济,核心池,9.71,-1.42,9.86,10.13,9.7,9.85,25436.0,1.2,1.18,20260720142439,0.023255813953491928,-4.146100691016786,0.10309278350517648,-1.521298174442176,军工ETF,E,29.09,0.56,64.81,20.65,0.0,False,0,0,,行业禁买,军工ETF为E级，停止新增,20.65,1
688256,寒武纪,国产AI芯片,核心池,1179.65,-0.92,1240.0,1278.53,1177.77,1190.58,1605335.0,2.08,1.1,20260720142439,0.018658197697500094,-7.733881879971516,0.159623695628186,-4.86693548387096,科创芯片ETF,E,11.49,4.03,68.41,20.26,0.0,False,0,0,,行业禁买,科创芯片ETF为E级，停止新增,20.26,1
300624,万兴科技,AI应用,核心池,45.28,-0.94,46.99,47.71,44.96,45.71,39806.0,4.99,1.04,20260720142439,0.11636363636363646,-5.093271850765035,0.7117437722419906,-3.6390721430091477,人工智能ETF,D,44.05,-1.04,65.2,20.1,0.0,False,0,0,,行业禁买,人工智能ETF为D级，停止新增,20.1,1
688008,澜起科技,存储/接口芯片,核心池,181.9,-0.93,195.0,198.0,181.05,183.6,1202433.0,5.56,0.96,20260720142439,0.05014749262536843,-8.131313131313133,0.46948356807512415,-6.717948717948719,芯片ETF,E,13.39,3.49,76.16,18.96,0.0,False,0,0,2026-07-17公告：澜起科技:澜起科技2026年半年度业绩预增的自愿性公告；2026-07-17公告：澜起科技:澜起科技关于董事长兼首席执行官提议公司回购A股股份的公告,行业禁买,芯片ETF为E级，停止新增,18.96,1
603228,景旺电子,PCB,核心池,71.3,-0.56,75.11,76.15,71.1,71.7,417860.0,5.73,1.42,20260720142440,0.039603960396040076,-6.369008535784648,0.2812939521800395,-5.072560244974045,通信ETF,E,13.87,3.23,67.24,18.71,0.0,False,0,0,,行业禁买,通信ETF为E级，停止新增,18.71,1
300699,光威复材,军工,核心池,23.65,-3.03,24.36,24.84,23.41,24.39,33202.0,1.67,0.9,20260720142436,0.16783216783216678,-4.790660225442844,1.0252029047415512,-2.9146141215106725,军工ETF,E,29.09,-1.05,65.04,16.85,0.0,False,0,0,,行业禁买,军工ETF为E级，停止新增,16.85,1
300763,锦浪科技,光伏,核心池,55.77,-3.51,58.35,58.86,55.4,57.8,57766.0,3.13,1.14,20260720142436,0.10693641618497239,-5.249745158002028,0.6678700361010925,-4.421593830334192,光伏ETF,D,35.67,-0.88,65.52,16.51,0.0,False,0,0,,行业禁买,光伏ETF为D级，停止新增,16.51,1
300024,机器人,机器人,核心池,14.91,-1.71,15.13,15.35,14.82,15.17,60113.0,2.54,0.79,20260720142436,0.16981132075471692,-2.8664495114006483,0.6072874493927127,-1.4540647719762156,机器人ETF,D,38.39,-3.51,65.56,15.38,0.0,False,0,0,,行业禁买,机器人ETF为D级，停止新增,15.38,1
300058,蓝色光标,AI应用,核心池,11.77,-3.05,12.23,12.64,11.65,12.14,317901.0,7.52,0.98,20260720142439,0.1212121212121204,-6.882911392405067,1.030042918454921,-3.7612428454619873,人工智能ETF,D,44.05,-3.15,67.0,14.55,0.0,False,0,0,,行业禁买,人工智能ETF为D级，停止新增,14.55,1
688361,中科飞测,半导体设备,核心池,304.74,-2.07,324.87,338.85,303.0,311.19,389028.0,3.44,1.14,20260720142437,0.04853556485355671,-10.066401062417007,0.5742574257425748,-6.196324683719645,半导体ETF,E,9.68,2.51,67.18,13.89,0.0,False,0,0,,行业禁买,半导体ETF为E级，停止新增,13.89,1
300124,汇川技术,机器人,核心池,57.81,-2.22,59.5,61.64,57.32,59.12,212681.0,1.5,1.38,20260720142436,0.11342592592592637,-6.213497728747564,0.854849965108162,-2.8403361344537803,机器人ETF,D,38.39,-4.02,66.66,11.29,0.0,False,0,0,,行业禁买,机器人ETF为D级，停止新增,11.29,1
688012,中微公司,半导体设备,核心池,336.72,-3.98,355.0,361.97,333.83,350.69,1037555.0,3.16,1.04,20260720142438,0.1027007818052608,-6.975716219576212,0.8657100919629901,-5.149295774647877,半导体ETF,E,9.68,0.6,68.03,11.18,0.0,False,0,0,,行业禁买,半导体ETF为E级，停止新增,11.18,1
688160,步科股份,机器人,核心池,102.9,-3.84,106.97,108.6,99.55,107.01,30048.0,3.16,1.03,20260720142439,0.37016574585635464,-5.248618784530379,3.3651431441486856,-3.804805085537999,机器人ETF,D,38.39,-5.64,64.96,9.64,0.0,False,0,0,,行业禁买,机器人ETF为D级，停止新增,9.64,1
300394,天孚通信,光模块/CPO,核心池,206.23,-2.43,225.0,227.71,205.02,211.37,958012.0,4.07,1.23,20260720142436,0.05332745702952753,-9.433050810241106,0.5901863232855131,-8.34222222222223,通信ETF,E,13.87,1.36,67.96,9.42,0.0,False,0,0,,行业禁买,通信ETF为E级，停止新增,9.42,1
601138,工业富联,AI服务器,核心池,55.5,-3.63,58.88,59.69,55.33,57.59,726229.0,0.63,1.2,20260720142439,0.03899082568807379,-7.01960127324509,0.30724742454364407,-5.740489130434789,人工智能ETF,D,44.05,-3.73,67.72,8.93,0.0,False,0,0,,行业禁买,人工智能ETF为D级，停止新增,8.93,1
300913,兆龙互连,高速铜缆,核心池,31.92,-3.91,33.81,34.42,31.92,33.22,22529.0,2.35,1.12,20260720142436,0.0,-7.2632190586868095,0.0,-5.590062111801242,通信ETF,E,13.87,-0.12,64.71,7.55,0.0,False,0,0,,行业禁买,通信ETF为E级，停止新增,7.55,1
002025,航天电器,商业航天,核心池,62.45,-3.57,67.18,69.01,62.39,64.76,127302.0,4.24,0.91,20260720142439,0.009063444108761667,-9.505868714679034,0.09616925789390773,-7.040785948198868,军工ETF,E,29.09,-1.59,66.21,7.13,0.0,False,0,0,,行业禁买,军工ETF为E级，停止新增,7.13,1
002916,深南电路,PCB,核心池,320.06,-4.17,344.02,354.99,319.5,334.0,452270.0,2.01,0.94,20260720142436,0.015779092702169685,-9.839713794754779,0.17527386541471568,-6.964711353991038,通信ETF,E,13.87,-0.38,67.31,5.73,0.0,False,0,0,,行业禁买,通信ETF为E级，停止新增,5.73,1
603009,北特科技,机器人,核心池,40.15,-4.45,42.5,43.2,39.6,42.02,37614.0,2.68,1.26,20260720142440,0.15277777777777693,-7.0601851851851976,1.388888888888884,-5.529411764705882,机器人ETF,D,38.39,-6.25,65.15,1.81,0.0,False,0,0,,行业禁买,机器人ETF为D级，停止新增,1.81,1
688146,中船特气,自动发现,今日自动发现,200.8,-20.0,252.0,257.99,200.8,251.0,394498.0,12.24,1.22,20260720142438,0.0,-22.16752587309585,0.0,-20.317460317460313,,C,50.0,-20.0,55.19,0.0,95.83,False,0,0,,回避,当前无优势,95.83,0
301511,德福科技,自动发现,今日自动发现,76.98,-20.0,98.14,99.0,76.98,96.22,395146.0,12.55,2.04,20260720142439,0.0,-22.242424242424242,0.0,-21.561035255757076,,C,50.0,-20.0,55.19,0.0,95.83,False,0,0,,回避,当前无优势,95.83,0
