kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.022,-1.35,1.025,1.026,0.996,1.036,59259.0,20260911161500,0.8666666666666667
etf,sh512480,512480,半导体ETF,0.96,-1.64,0.961,0.965,0.935,0.976,107365.0,20260911161500,0.8333333333333327
etf,sh588200,588200,科创芯片ETF,1.089,-1.54,1.09,1.094,1.06,1.106,236024.0,20260911161500,0.852941176470585
etf,sh515880,515880,通信ETF,0.675,0.6,0.662,0.681,0.656,0.671,393524.0,20260911161500,0.76
etf,sh515980,515980,人工智能ETF,0.995,-0.6,0.992,0.998,0.974,1.001,19959.0,20260911161500,0.875
etf,sh516820,516820,机器人ETF,0.335,-1.47,0.339,0.34,0.333,0.34,2459.0,20260911161500,0.2857142857142857
etf,sh512170,512170,医疗ETF,0.327,-1.8,0.331,0.332,0.325,0.333,43133.0,20260911161500,0.2857142857142857
etf,sh512880,512880,证券ETF,1.058,-3.02,1.085,1.086,1.054,1.091,233915.0,20260911161500,0.125
etf,sh512690,512690,酒ETF,0.412,-1.44,0.418,0.418,0.409,0.418,42473.0,20260911161500,0.3333333333333333
etf,sh515030,515030,新能源车ETF,1.487,-2.17,1.507,1.507,1.465,1.52,11154.0,20260911161500,0.5238095238095266
etf,sh515790,515790,光伏ETF,0.793,-1.86,0.804,0.804,0.783,0.808,12692.0,20260911161500,0.47619047619047616
etf,sh516510,516510,云计算ETF,1.6,-0.87,1.605,1.606,1.573,1.614,9606.0,20260911161500,0.8181818181818188
etf,sh515400,515400,大数据ETF,0.818,-1.33,0.824,0.824,0.805,0.829,7383.0,20260911161500,0.6842105263157876
etf,sh512400,512400,有色金属ETF,1.754,-4.05,1.768,1.768,1.708,1.828,114168.0,20260911161500,0.7666666666666667
etf,sh515220,515220,煤炭ETF,1.292,-2.05,1.32,1.328,1.288,1.319,80551.0,20260911161500,0.1
etf,sh510300,510300,沪深300ETF,4.579,-0.82,4.592,4.592,4.532,4.617,440941.0,20260911161500,0.7833333333333335
etf,sh518880,518880,黄金ETF,8.943,-1.54,8.895,8.963,8.852,9.083,550484.0,20260911161500,0.8198198198198219
etf,sh510880,510880,红利ETF,3.419,-1.55,3.473,3.48,3.409,3.473,46512.0,20260911161500,0.14084507042253813
etf,sh512660,512660,军工ETF,1.167,-1.1,1.165,1.174,1.144,1.18,37268.0,20260911161500,0.7666666666666704
