kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.166,2.28,1.149,1.168,1.138,1.14,29760.0,20260812112928,0.9333333333333333
etf,sh512480,512480,半导体ETF,1.093,2.15,1.073,1.095,1.066,1.07,84886.0,20260812112927,0.9310344827586204
etf,sh588200,588200,科创芯片ETF,1.227,2.59,1.199,1.23,1.194,1.196,208250.0,20260812112928,0.9166666666666697
etf,sh515880,515880,通信ETF,0.67,3.72,0.644,0.673,0.641,0.646,229373.0,20260812112929,0.90625
etf,sh515980,515980,人工智能ETF,1.072,2.19,1.051,1.075,1.047,1.049,12595.0,20260812112927,0.8928571428571468
etf,sh516820,516820,机器人ETF,0.365,-0.27,0.364,0.37,0.364,0.366,2238.0,20260812112929,0.16666666666666666
etf,sh512170,512170,医疗ETF,0.353,0.57,0.349,0.355,0.349,0.351,35579.0,20260812112928,0.6666666666666666
etf,sh512880,512880,证券ETF,1.092,-0.09,1.092,1.096,1.088,1.093,74632.0,20260812112929,0.5
etf,sh512690,512690,酒ETF,0.443,0.45,0.44,0.448,0.438,0.441,49583.0,20260812112927,0.5
etf,sh515030,515030,新能源车ETF,1.681,0.84,1.667,1.692,1.664,1.667,7759.0,20260812112927,0.6071428571428611
etf,sh515790,515790,光伏ETF,0.878,1.15,0.863,0.882,0.863,0.868,13858.0,20260812112927,0.7894736842105263
etf,sh516510,516510,云计算ETF,1.744,0.52,1.75,1.759,1.726,1.735,8667.0,20260812112927,0.5454545454545473
etf,sh515400,515400,大数据ETF,0.899,0.78,0.898,0.905,0.891,0.892,3987.0,20260812112927,0.5714285714285714
etf,sh512400,512400,有色金属ETF,1.95,1.46,1.912,1.971,1.912,1.922,87061.0,20260812112928,0.6440677966101683
etf,sh515220,515220,煤炭ETF,1.251,-0.79,1.252,1.269,1.249,1.261,38216.0,20260812112929,0.09999999999999001
etf,sh510300,510300,沪深300ETF,4.751,0.49,4.727,4.756,4.72,4.728,117641.0,20260812112927,0.8611111111111159
etf,sh518880,518880,黄金ETF,9.1,1.01,9.07,9.121,9.06,9.009,290637.0,20260812112929,0.6557377049180194
etf,sh510880,510880,红利ETF,3.292,-0.51,3.301,3.319,3.291,3.309,25634.0,20260812112927,0.03571428571428175
etf,sh512660,512660,军工ETF,1.158,0.87,1.147,1.159,1.141,1.148,17281.0,20260812112929,0.9444444444444383
