kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.024,1.89,0.997,1.041,0.997,1.005,39986.0,20260915161436,0.6136363636363652
etf,sh512480,512480,半导体ETF,0.964,1.8,0.94,0.981,0.94,0.947,102770.0,20260915161433,0.5853658536585366
etf,sh588200,588200,科创芯片ETF,1.092,1.96,1.065,1.115,1.065,1.071,248596.0,20260915161448,0.5400000000000023
etf,sh515880,515880,通信ETF,0.653,-0.61,0.651,0.666,0.646,0.657,247572.0,20260915161448,0.35
etf,sh515980,515980,人工智能ETF,0.976,-0.51,0.975,0.987,0.973,0.981,13770.0,20260915161500,0.21428571428571427
etf,sh516820,516820,机器人ETF,0.339,-0.59,0.34,0.342,0.338,0.341,1181.0,20260915161451,0.25
etf,sh512170,512170,医疗ETF,0.332,-0.6,0.333,0.335,0.332,0.334,18644.0,20260915161457,0.0
etf,sh512880,512880,证券ETF,1.047,-0.48,1.053,1.056,1.047,1.052,101255.0,20260915161457,0.0
etf,sh512690,512690,酒ETF,0.41,-0.49,0.413,0.413,0.409,0.412,20565.0,20260915161449,0.25
etf,sh515030,515030,新能源车ETF,1.483,-1.53,1.507,1.512,1.48,1.506,10168.0,20260915161435,0.09375000000000347
etf,sh515790,515790,光伏ETF,0.787,-0.76,0.792,0.798,0.785,0.793,6407.0,20260915161449,0.15384615384615385
etf,sh516510,516510,云计算ETF,1.591,-0.44,1.598,1.61,1.589,1.598,7029.0,20260915161431,0.09523809523809473
etf,sh515400,515400,大数据ETF,0.817,-0.37,0.821,0.833,0.817,0.82,5600.0,20260915161438,0.0
etf,sh512400,512400,有色金属ETF,1.725,-0.81,1.732,1.75,1.721,1.739,63922.0,20260915161456,0.13793103448275915
etf,sh515220,515220,煤炭ETF,1.27,-0.24,1.278,1.285,1.268,1.273,56776.0,20260915161440,0.11764705882353017
etf,sh510300,510300,沪深300ETF,4.523,-0.64,4.541,4.568,4.515,4.552,316463.0,20260915161443,0.15094339622641542
etf,sh518880,518880,黄金ETF,8.829,-0.52,8.849,8.879,8.814,8.875,363756.0,20260915161452,0.23076923076924127
etf,sh510880,510880,红利ETF,3.382,-0.65,3.404,3.409,3.379,3.404,35425.0,20260915161433,0.10000000000000445
etf,sh512660,512660,军工ETF,1.139,-0.87,1.147,1.153,1.137,1.149,19101.0,20260915161442,0.125
