kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.139,-0.09,1.156,1.161,1.132,1.14,26175.0,20260814120544,0.24137931034483048
etf,sh512480,512480,半导体ETF,1.068,0.0,1.082,1.088,1.062,1.068,74956.0,20260814120547,0.23076923076923078
etf,sh588200,588200,科创芯片ETF,1.203,-0.08,1.222,1.227,1.195,1.204,209410.0,20260814120530,0.25
etf,sh515880,515880,通信ETF,0.68,2.1,0.672,0.687,0.665,0.666,206339.0,20260814120548,0.6818181818181818
etf,sh515980,515980,人工智能ETF,1.068,0.19,1.072,1.082,1.062,1.066,10538.0,20260814120544,0.3
etf,sh516820,516820,机器人ETF,0.363,-0.82,0.366,0.369,0.361,0.366,2964.0,20260814120551,0.25
etf,sh512170,512170,医疗ETF,0.351,-1.13,0.354,0.358,0.349,0.355,39145.0,20260814120557,0.2222222222222222
etf,sh512880,512880,证券ETF,1.091,-0.91,1.099,1.105,1.089,1.101,148231.0,20260814120536,0.125
etf,sh512690,512690,酒ETF,0.444,-1.11,0.449,0.449,0.442,0.449,33604.0,20260814120529,0.2857142857142857
etf,sh515030,515030,新能源车ETF,1.669,0.54,1.667,1.691,1.659,1.66,6210.0,20260814120543,0.3125
etf,sh515790,515790,光伏ETF,0.862,-0.12,0.864,0.87,0.857,0.863,11445.0,20260814120529,0.38461538461538464
etf,sh516510,516510,云计算ETF,1.738,-0.34,1.744,1.777,1.727,1.744,10460.0,20260814120546,0.21999999999999875
etf,sh515400,515400,大数据ETF,0.894,-0.78,0.901,0.917,0.887,0.901,8955.0,20260814120538,0.23333333333333334
etf,sh512400,512400,有色金属ETF,1.876,0.37,1.849,1.894,1.849,1.869,58103.0,20260814120535,0.599999999999999
etf,sh515220,515220,煤炭ETF,1.234,-0.48,1.24,1.247,1.222,1.24,33053.0,20260814120549,0.4799999999999979
etf,sh510300,510300,沪深300ETF,4.719,-0.21,4.737,4.742,4.705,4.729,192457.0,20260814120528,0.3783783783783855
etf,sh518880,518880,黄金ETF,8.925,-1.29,8.906,8.928,8.894,9.042,255110.0,20260814120536,0.9117647058823514
etf,sh510880,510880,红利ETF,3.273,0.0,3.269,3.283,3.255,3.273,19247.0,20260814120544,0.6428571428571508
etf,sh512660,512660,军工ETF,1.149,0.09,1.149,1.16,1.143,1.148,12938.0,20260814120557,0.35294117647059053
