kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.064,3.91,1.024,1.072,1.021,1.024,34007.0,20260916135915,0.8431372549019611
etf,sh512480,512480,半导体ETF,1.004,4.15,0.965,1.012,0.962,0.964,124235.0,20260916135916,0.84
etf,sh588200,588200,科创芯片ETF,1.144,4.76,1.092,1.155,1.092,1.092,259371.0,20260916135916,0.8253968253968234
etf,sh515880,515880,通信ETF,0.683,4.59,0.653,0.692,0.653,0.653,285340.0,20260916135914,0.7692307692307714
etf,sh515980,515980,人工智能ETF,0.998,2.25,0.971,1.005,0.971,0.976,20184.0,20260916135916,0.7941176470588261
etf,sh516820,516820,机器人ETF,0.339,0.0,0.339,0.342,0.337,0.339,1261.0,20260916135914,0.4
etf,sh512170,512170,医疗ETF,0.334,0.6,0.333,0.337,0.331,0.332,28047.0,20260916135916,0.5
etf,sh512880,512880,证券ETF,1.055,0.76,1.047,1.058,1.038,1.047,122207.0,20260916135916,0.8499999999999944
etf,sh512690,512690,酒ETF,0.409,-0.24,0.41,0.41,0.405,0.41,25138.0,20260916135914,0.7999999999999978
etf,sh515030,515030,新能源车ETF,1.485,0.13,1.476,1.49,1.45,1.483,9450.0,20260916135914,0.8750000000000028
etf,sh515790,515790,光伏ETF,0.797,1.27,0.786,0.8,0.781,0.787,7812.0,20260916135914,0.8421052631578947
etf,sh516510,516510,云计算ETF,1.611,1.26,1.585,1.621,1.574,1.591,8086.0,20260916135915,0.787234042553191
etf,sh515400,515400,大数据ETF,0.825,0.98,0.813,0.83,0.808,0.817,4189.0,20260916135916,0.7727272727272716
etf,sh512400,512400,有色金属ETF,1.755,1.74,1.727,1.76,1.7,1.725,59219.0,20260916135915,0.9166666666666649
etf,sh515220,515220,煤炭ETF,1.27,0.0,1.266,1.274,1.251,1.27,51865.0,20260916135916,0.82608695652174
etf,sh510300,510300,沪深300ETF,4.549,0.57,4.522,4.555,4.485,4.523,360959.0,20260916135916,0.914285714285723
etf,sh518880,518880,黄金ETF,8.895,0.75,8.828,8.924,8.804,8.829,398686.0,20260916135915,0.7583333333333324
etf,sh510880,510880,红利ETF,3.37,-0.35,3.385,3.393,3.343,3.382,39693.0,20260916135915,0.5400000000000046
etf,sh512660,512660,军工ETF,1.147,0.7,1.139,1.151,1.132,1.139,18575.0,20260916135915,0.7894736842105275
