code,name,sector,source,price,pct,open,high,low,pre_close,amount,turnover,volume_ratio,quote_time,close_location,high_dist,low_rebound,price_vs_open,etf_name,etf_grade,etf_score,relative_strength,quality_score,quick_profit_score,oversold_score,explosion_index,explosion_reason,held,cost,position_pnl,event_note,event_risk_value,event_hard_veto,signal,action,final_score,priority,life_stage,coach_score,candidate_grade,recommend_reasons,deduct_reasons,human_adjust,coach_action,coach_priority
002422,科伦药业,自动发现,今日自动发现,50.14,1.87,47.9,50.89,46.9,49.22,202925.0,3.2,0.98,20260723142624,0.81203007518797,-1.47376694831991,6.908315565031997,4.676409185803765,,C,50.0,1.87,54.61,75.35,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,75.35,0.0,未知,75.35,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
002475,立讯精密,自动发现,今日自动发现,61.01,3.13,59.16,61.98,58.65,59.16,675771.0,1.52,0.96,20260723142624,0.708708708708709,-1.5650209745079025,4.0238704177323115,3.1271129141311693,,C,50.0,3.13,55.66,75.09,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,75.09,0.0,未知,75.09,B,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
002466,天齐锂业,自动发现,今日自动发现,46.1,4.96,44.49,46.99,44.08,43.92,331083.0,4.91,1.14,20260723142624,0.6941580756013748,-1.894020004256225,4.582577132486398,3.6187907394920282,,C,50.0,4.96,45.04,74.77,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：天齐锂业:2026年半年度业绩预告,10.0,False,回避,当前无优势,74.77,0.0,未知,74.77,B,明显强于行业；量能较健康；开盘后仍有承接,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
600362,江西铜业,自动发现,今日自动发现,45.03,4.6,43.48,45.85,42.51,43.05,368952.0,3.98,1.51,20260723142622,0.754491017964072,-1.7884405670665182,5.9280169371912494,3.5648574057037807,,C,50.0,4.6,20.13,73.45,0.0,35.0,事件风险+35,False,0.0,0,风险公告：江西铜业:江西铜业股份有限公司关于分拆所属子公司上市的一般风险提示性公告,35.0,False,回避,当前无优势,73.45,0.0,未知,73.45,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
600111,北方稀土,自动发现,今日自动发现,40.19,2.74,39.12,40.48,38.8,39.12,252570.0,1.76,1.1,20260723142626,0.8273809523809529,-0.7164031620553346,3.582474226804133,2.7351738241308876,,C,50.0,2.74,44.8,73.38,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：北方稀土:北方稀土2026年半年度业绩预增公告,10.0,False,回避,当前无优势,73.38,0.0,未知,73.38,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
600036,招商银行,银行,核心池,38.96,0.65,38.68,38.99,38.45,38.71,252903.0,0.32,0.63,20260723142623,0.9444444444444422,-0.07694280584765734,1.3263979193758102,0.7238883143743546,沪深300ETF,B,64.5,0.52,66.81,71.25,0.0,0.0,,False,0.0,0,,0.0,False,趋势候选,强ETF中的强股；等待回踩后小仓,71.25,9.0,启动,73.25,B,价格接近日内强势区；开盘后仍有承接；当日未明显追高；基础质量得分较好；板块处于启动阶段,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
000426,兴业银锡,自动发现,今日自动发现,33.3,4.95,32.3,34.17,31.93,31.73,353744.0,6.02,1.81,20260723142624,0.6116071428571411,-2.546093064091326,4.290635765737538,3.0959752321981338,,C,50.0,4.95,45.1,72.58,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：兴业银锡:2026年半年度业绩预告,10.0,False,回避,当前无优势,72.58,0.0,未知,72.58,B,明显强于行业；量能较健康；开盘后仍有承接,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
600821,金开新能,自动发现,今日自动发现,7.1,2.01,6.82,7.2,6.72,6.96,132796.0,9.62,1.46,20260723142622,0.7916666666666657,-1.388888888888895,5.654761904761907,4.105571847507328,,C,50.0,2.01,44.25,72.52,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：金开新能:2026年半年度业绩预告,10.0,False,回避,当前无优势,72.52,0.0,未知,72.52,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
688002,睿创微纳,自动发现,今日自动发现,154.28,3.21,150.0,156.94,148.5,149.48,243970.0,3.4,1.02,20260723142624,0.6848341232227492,-1.6949152542372836,3.8922558922559025,2.85333333333333,,C,50.0,3.21,44.77,72.34,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：睿创微纳:2026年半年度业绩预增的自愿性披露公告,10.0,False,回避,当前无优势,72.34,0.0,未知,72.34,B,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
600711,盛屯矿业,自动发现,今日自动发现,11.23,6.04,10.5,11.38,10.4,10.59,204647.0,6.02,1.72,20260723142621,0.8469387755102038,-1.3181019332161759,7.980769230769225,6.952380952380954,,C,50.0,6.04,54.62,82.33,0.0,18.0,超过追高阈值,False,0.0,0,,0.0,False,回避,当前无优势,82.33,0.0,未知,72.33,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,接近追高区；人工设置禁止追高,0.0,二级观察：等待回踩或次日确认,4
600309,万华化学,自动发现,今日自动发现,75.4,1.89,74.0,75.94,72.48,74.0,321775.0,1.38,0.97,20260723142626,0.8439306358381523,-0.7110877008164262,4.028697571743933,1.8918918918918948,,C,50.0,1.89,55.02,72.2,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,72.2,0.0,未知,72.2,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
000630,铜陵有色,自动发现,今日自动发现,6.27,2.79,6.1,6.35,6.06,6.1,219401.0,3.16,1.5,20260723142624,0.7241379310344825,-1.2598425196850394,3.4653465346534684,2.786885245901649,,C,50.0,2.79,44.68,71.76,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：铜陵有色:2026年半年度业绩预告,10.0,False,回避,当前无优势,71.76,0.0,未知,71.76,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
600578,京能电力,自动发现,今日自动发现,6.45,2.06,6.13,6.62,5.97,6.32,155760.0,3.74,1.3,20260723142623,0.7384615384615387,-2.5679758308157052,8.04020100502514,5.220228384991854,,C,50.0,2.06,54.38,71.61,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,71.61,0.0,未知,71.61,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
600875,东方电气,自动发现,今日自动发现,27.54,5.36,26.87,27.8,26.61,26.14,195554.0,3.17,1.74,20260723142622,0.7815126050420157,-0.9352517985611541,3.4949267192784683,2.4934871604019193,,C,50.0,5.36,54.58,81.43,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,81.43,0.0,未知,71.43,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,接近追高区；人工设置禁止追高,0.0,二级观察：等待回踩或次日确认,4
001248,华润新能,自动发现,今日自动发现,13.69,2.47,13.17,13.95,12.93,13.36,253293.0,17.73,1.19,20260723142624,0.7450980392156864,-1.8637992831541217,5.877803557617933,3.9483675018982423,,C,50.0,2.47,54.81,71.19,0.0,10.0,换手率偏高,False,0.0,0,,0.0,False,回避,当前无优势,71.19,0.0,未知,71.19,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
600909,华安证券,自动发现,今日自动发现,9.1,5.69,8.6,9.31,8.52,8.61,236955.0,5.31,1.15,20260723142622,0.7341772151898727,-2.2556390977443663,6.8075117370892,5.813953488372103,,C,50.0,5.69,44.75,80.45,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：华安证券:华安证券股份有限公司2026年半年度业绩预增公告,10.0,False,回避,当前无优势,80.45,0.0,未知,70.45,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,接近追高区；人工设置禁止追高,0.0,二级观察：等待回踩或次日确认,4
601318,中国平安,保险,核心池,54.31,0.67,53.8,54.59,53.45,53.95,347078.0,0.6,0.59,20260723142621,0.7543859649122798,-0.5129144531965557,1.6089803554724114,0.9479553903345872,沪深300ETF,B,64.5,0.54,67.08,68.35,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,68.35,0.0,启动,70.35,B,价格接近日内强势区；开盘后仍有承接；当日未明显追高；基础质量得分较好；板块处于启动阶段,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
002714,牧原股份,自动发现,今日自动发现,39.86,1.06,38.96,40.16,38.47,39.44,216457.0,1.68,0.77,20260723142624,0.8224852071005931,-0.7470119521912233,3.613205094879124,2.31006160164271,,C,50.0,1.06,54.67,70.04,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,70.04,0.0,未知,70.04,B,价格接近日内强势区；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
600673,东阳光,自动发现,今日自动发现,30.03,1.8,29.22,30.56,29.15,29.5,128011.0,1.42,0.82,20260723142624,0.6241134751773068,-1.7342931937172734,3.018867924528301,2.772073921971252,,C,50.0,1.8,54.21,69.17,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,69.17,0.0,未知,69.17,B,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
601628,中国人寿,自动发现,今日自动发现,41.88,2.15,41.0,41.89,40.28,41.0,134848.0,0.16,0.74,20260723142625,0.9937888198757776,-0.023872045834327782,3.972194637537241,2.146341463414636,,C,50.0,2.15,44.26,69.14,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：中国人寿:中国人寿2026年半年度业绩预增公告,10.0,False,回避,当前无优势,69.14,0.0,未知,69.14,B,明显强于行业；价格接近日内强势区；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
600150,中国船舶,自动发现,今日自动发现,33.66,1.94,33.27,33.87,32.68,33.02,315353.0,1.26,1.06,20260723142623,0.8235294117647048,-0.620017714791854,2.9987760097919036,1.172227231740286,,C,50.0,1.94,45.0,68.99,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：中国船舶:中国船舶工业股份有限公司2026年半年度业绩预增公告,10.0,False,回避,当前无优势,68.99,0.0,未知,68.99,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
601012,隆基绿能,自动发现,今日自动发现,12.76,1.51,12.6,12.82,12.45,12.57,154800.0,1.62,1.05,20260723142624,0.8378378378378369,-0.46801872074883066,2.489959839357425,1.2698412698412653,,C,50.0,1.51,44.38,68.06,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：隆基绿能:2026年半年度业绩预告,10.0,False,回避,当前无优势,68.06,0.0,未知,68.06,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
603618,杭电股份,自动发现,今日自动发现,27.0,5.26,25.66,28.22,25.6,25.65,261526.0,13.91,1.83,20260723142621,0.5343511450381679,-4.323175053153783,5.46875,5.222135619641466,,C,50.0,5.26,54.84,76.97,0.0,8.0,距日内高点较远,False,0.0,0,,0.0,False,回避,当前无优势,76.97,0.0,未知,66.97,B,明显强于行业；量能较健康；开盘后仍有承接,接近追高区；人工设置禁止追高,0.0,二级观察：等待回踩或次日确认,4
601168,西部矿业,自动发现,今日自动发现,37.74,3.4,36.95,39.4,36.19,36.5,435909.0,4.83,1.68,20260723142623,0.4828660436137084,-4.2131979695431365,4.282951091461751,2.1380243572395097,,C,50.0,3.4,55.28,66.77,0.0,8.0,距日内高点较远,False,0.0,0,,0.0,False,回避,当前无优势,66.77,0.0,未知,66.77,B,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
000783,长江证券,自动发现,今日自动发现,8.85,2.91,8.64,9.04,8.62,8.6,138473.0,2.83,1.28,20260723142624,0.5476190476190488,-2.101769911504414,2.6682134570765736,2.430555555555536,,C,50.0,2.91,54.28,66.75,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,66.75,0.0,未知,66.75,B,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
000807,云铝股份,自动发现,今日自动发现,26.94,5.32,25.88,27.61,25.33,25.58,317201.0,3.43,1.29,20260723142624,0.706140350877194,-2.426657008330313,6.35609948677458,4.095826893353949,,C,50.0,5.32,45.0,76.62,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：云铝股份:云南铝业股份有限公司2026年半年度业绩预告,10.0,False,回避,当前无优势,76.62,0.0,未知,66.62,B,明显强于行业；量能较健康；开盘后仍有承接,接近追高区；人工设置禁止追高,0.0,二级观察：等待回踩或次日确认,4
002738,中矿资源,自动发现,今日自动发现,50.08,5.54,47.99,52.15,47.71,47.45,229307.0,6.44,1.51,20260723142624,0.5337837837837834,-3.969319271332694,4.967512051980716,4.355073973744528,,C,50.0,5.54,54.72,76.52,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,76.52,0.0,未知,66.52,B,明显强于行业；量能较健康；开盘后仍有承接,接近追高区；人工设置禁止追高,0.0,二级观察：等待回踩或次日确认,4
600879,航天电子,自动发现,今日自动发现,15.28,2.07,14.75,15.5,14.72,14.97,125215.0,2.5,0.68,20260723142625,0.717948717948717,-1.4193548387096855,3.80434782608694,3.5932203389830386,,C,50.0,2.07,44.2,66.08,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：航天电子:航天时代电子技术股份有限公司2026年半年度业绩预减公告,10.0,False,回避,当前无优势,66.08,0.0,未知,66.08,B,明显强于行业；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级观察：等待回踩或次日确认,4
600938,中国海油,自动发现,今日自动发现,32.96,1.76,32.8,33.3,32.4,32.39,242568.0,2.47,1.09,20260723142625,0.6222222222222258,-1.021021021021007,1.7283950617283939,0.4878048780487809,,C,50.0,1.76,54.77,65.98,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,65.98,0.0,未知,65.98,C,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
603459,红板科技,自动发现,今日自动发现,87.15,3.97,84.83,92.2,83.5,83.82,212090.0,30.01,1.44,20260723142622,0.419540229885058,-5.477223427331879,4.371257485029956,2.7348815277614236,,C,50.0,3.97,44.65,65.94,0.0,36.0,事件风险+10；换手率过高；距日内高点较远,False,0.0,0,近期有业绩公告，需关注单季度环比：红板科技:2026年半年度业绩预告,10.0,False,回避,当前无优势,65.94,0.0,未知,65.94,C,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
000547,航天发展,自动发现,今日自动发现,14.27,2.29,13.82,14.6,13.68,13.95,146824.0,6.46,1.36,20260723142624,0.6413043478260868,-2.2602739726027443,4.312865497076013,3.2561505065122898,,C,50.0,2.29,44.33,65.83,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：航天发展:2026年半年度业绩预告,10.0,False,回避,当前无优势,65.83,0.0,未知,65.83,C,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
600118,中国卫星,自动发现,今日自动发现,60.88,2.13,58.69,62.2,58.69,59.61,238248.0,3.32,0.77,20260723142624,0.6239316239316244,-2.1221864951768477,3.7314704378940355,3.7314704378940355,,C,50.0,2.13,44.75,65.83,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：中国卫星:中国卫星2026年半年度业绩预告,10.0,False,回避,当前无优势,65.83,0.0,未知,65.83,C,明显强于行业；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
002141,贤丰控股,自动发现,今日自动发现,5.43,5.03,5.24,5.69,4.98,5.17,149312.0,26.42,1.3,20260723142624,0.6338028169014075,-4.569420035149396,9.036144578313232,3.625954198473269,,C,50.0,5.03,54.35,75.78,0.0,26.0,换手率过高；距日内高点较远,False,0.0,0,,0.0,False,回避,当前无优势,75.78,0.0,未知,65.78,C,明显强于行业；量能较健康；开盘后仍有承接,接近追高区；人工设置禁止追高,0.0,回踩候选：当前不买，进入观察池,3
002192,融捷股份,自动发现,今日自动发现,63.55,5.22,61.27,65.6,60.74,60.4,161713.0,9.82,1.18,20260723142624,0.5781893004115225,-3.125,4.626275930194268,3.721233882813757,,C,50.0,5.22,54.42,75.47,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,75.47,0.0,未知,65.47,C,明显强于行业；量能较健康；开盘后仍有承接,接近追高区；人工设置禁止追高,0.0,回踩候选：当前不买，进入观察池,3
601899,紫金矿业,有色金属,核心池,33.04,2.61,32.52,33.68,31.92,32.2,1295397.0,1.91,1.34,20260723142621,0.6363636363636356,-1.9002375296912177,3.50877192982455,1.59901599015988,有色金属ETF,A,78.15,-0.16,68.22,71.04,0.0,0.0,,False,0.0,0,,0.0,False,趋势候选,强ETF中的强股；等待回踩后小仓,71.04,9.0,高潮,65.04,C,所属ETF强；量能较健康；开盘后仍有承接；当日未明显追高；基础质量得分较好,板块可能处于高潮,0.0,回踩候选：当前不买，进入观察池,3
300059,东方财富,自动发现,今日自动发现,20.25,0.85,20.05,20.45,19.92,20.08,483935.0,1.8,0.78,20260723142624,0.6226415094339619,-0.9779951100244433,1.6566265060240948,0.9975062344139696,,C,50.0,0.85,55.37,64.3,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,64.3,0.0,未知,64.3,C,开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
000767,晋控电力,自动发现,今日自动发现,4.19,0.48,4.04,4.32,3.91,4.17,132053.0,11.15,1.16,20260723142624,0.6829268292682931,-3.009259259259256,7.161125319693107,3.712871287128716,,C,50.0,0.48,54.24,64.17,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,64.17,0.0,未知,64.17,C,量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
600664,哈药股份,自动发现,今日自动发现,6.02,0.67,5.87,6.14,5.74,5.98,253184.0,16.81,0.75,20260723142623,0.6999999999999993,-1.9543973941368087,4.878048780487787,2.555366269165238,,C,50.0,0.67,54.81,63.51,0.0,10.0,换手率偏高,False,0.0,0,,0.0,False,回避,当前无优势,63.51,0.0,未知,63.51,C,开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
000539,粤电力Ａ,自动发现,今日自动发现,6.58,1.86,6.27,6.77,6.1,6.46,126764.0,7.83,1.33,20260723142624,0.7164179104477619,-2.8064992614475592,7.868852459016407,4.944178628389162,,C,50.0,1.86,19.21,63.26,0.0,35.0,事件风险+35,False,0.0,0,风险公告：粤电力Ａ:广东电力发展股份有限公司股票交易异常波动暨风险提示公告；近期有业绩公告，需关注单季度环比：粤电力Ａ:广东电力发展股份有限公司2026年半年度业绩预告,35.0,False,回避,当前无优势,63.26,0.0,未知,63.26,C,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
601138,工业富联,AI服务器,核心池,62.66,3.21,61.99,64.15,60.99,60.71,918266.0,0.73,1.13,20260723142622,0.5284810126582256,-2.3226812159002463,2.7381537957042124,1.0808194870140175,人工智能ETF,C,49.91,6.36,67.93,76.78,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,76.78,0.0,退潮,62.78,C,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高；基础质量得分较好,板块处于退潮阶段,0.0,回踩候选：当前不买，进入观察池,3
600863,华能蒙电,自动发现,今日自动发现,5.35,0.38,5.2,5.46,5.12,5.33,136922.0,3.99,1.07,20260723142623,0.676470588235293,-2.0146520146520186,4.4921875,2.8846153846153744,,C,50.0,0.38,54.27,62.65,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,62.65,0.0,未知,62.65,C,量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
000960,锡业股份,自动发现,今日自动发现,32.61,2.23,32.15,33.24,31.62,31.9,158096.0,2.95,0.91,20260723142624,0.6111111111111097,-1.895306859205781,3.130929791271342,1.4307931570762156,,C,50.0,2.23,44.4,62.63,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：锡业股份:云南锡业股份有限公司2026年半年度业绩预告,10.0,False,回避,当前无优势,62.63,0.0,未知,62.63,C,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
002648,卫星化学,自动发现,今日自动发现,24.99,2.08,24.82,25.54,24.32,24.48,163451.0,1.94,1.17,20260723142624,0.5491803278688514,-2.153484729835553,2.7549342105263053,0.6849315068493178,,C,50.0,2.08,54.43,62.11,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,62.11,0.0,未知,62.11,C,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
300779,惠城环保,自动发现,今日自动发现,69.98,1.24,68.99,71.11,66.01,69.12,148015.0,9.45,1.65,20260723142621,0.7784313725490203,-1.5890873294895136,6.0142402666262695,1.4349905783447081,,C,50.0,1.24,19.34,61.5,0.0,35.0,事件风险+35,False,0.0,0,限售股解禁风险：惠城环保:中德证券有限责任公司关于青岛惠城环保科技集团股份有限公司向特定对象发行股票解除限售并上市流通的核查意见；限售股解禁风险：惠城环保:关于向特定对象发行股票解除限售并上市流通的提示性公告,35.0,False,回避,当前无优势,61.5,0.0,未知,61.5,C,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
603993,洛阳钼业,自动发现,今日自动发现,19.97,1.84,19.8,20.59,19.3,19.61,648398.0,1.85,1.23,20260723142624,0.5193798449612392,-3.0111704711024867,3.4715025906735697,0.8585858585858475,,C,50.0,1.84,55.62,61.41,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,61.41,0.0,未知,61.41,C,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
000661,长春高新,自动发现,今日自动发现,79.39,2.52,77.43,82.97,77.0,77.44,133415.0,4.13,1.39,20260723142624,0.4003350083752096,-4.314812582861272,3.1038961038960977,2.5313186103577356,,C,50.0,2.52,44.25,61.24,0.0,18.0,事件风险+10；距日内高点较远,False,0.0,0,近期有业绩公告，需关注单季度环比：长春高新:2026年半年度业绩预告,10.0,False,回避,当前无优势,61.24,0.0,未知,61.24,C,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
600989,宝丰能源,自动发现,今日自动发现,24.26,2.28,24.01,24.94,23.44,23.72,300828.0,1.69,1.14,20260723142626,0.5466666666666669,-2.7265437048917374,3.4982935153583528,1.0412328196584664,,C,50.0,2.28,44.96,61.22,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：宝丰能源:宁夏宝丰能源集团股份有限公司2026年半年度业绩预增公告,10.0,False,回避,当前无优势,61.22,0.0,未知,61.22,C,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
300033,同花顺,自动发现,今日自动发现,228.21,1.41,225.51,230.62,222.2,225.03,258575.0,2.59,0.73,20260723142624,0.7137767220902622,-1.0450091058884725,2.7047704770477132,1.1972861513901867,,C,50.0,1.41,44.83,61.01,0.0,10.0,事件风险+10,False,0.0,0,近期有业绩公告，需关注单季度环比：同花顺:2026年半年度业绩预告,10.0,False,回避,当前无优势,61.01,0.0,未知,61.01,C,明显强于行业；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
301205,联特科技,自动发现,今日自动发现,225.44,5.29,224.09,232.0,218.4,214.11,192909.0,10.24,1.07,20260723142621,0.517647058823529,-2.8275862068965485,3.223443223443212,0.6024365210406613,,C,50.0,5.29,54.57,70.33,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,70.33,0.0,未知,60.33,C,明显强于行业；量能较健康；开盘后仍有承接,接近追高区；人工设置禁止追高,0.0,回踩候选：当前不买，进入观察池,3
300136,信维通信,自动发现,今日自动发现,65.99,2.5,65.02,69.0,64.7,64.38,405030.0,7.32,0.93,20260723142624,0.2999999999999983,-4.362318840579715,1.993817619783611,1.491848661950157,,C,50.0,2.5,55.21,60.19,0.0,8.0,距日内高点较远,False,0.0,0,,0.0,False,回避,当前无优势,60.19,0.0,未知,60.19,C,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,冲高回落,0.0,回踩候选：当前不买，进入观察池,3
000034,神州数码,自动发现,今日自动发现,27.56,0.55,27.0,28.17,26.84,27.41,264162.0,11.3,1.38,20260723142624,0.541353383458645,-2.1654242101526555,2.682563338301036,2.0740740740740726,,C,50.0,0.55,54.84,59.75,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,59.75,0.0,未知,59.75,C,量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
002407,多氟多,自动发现,今日自动发现,30.2,1.41,29.79,30.99,29.55,29.78,317910.0,9.68,0.91,20260723142624,0.4513888888888886,-2.5492094223943162,2.1996615905245376,1.3763007720711595,,C,50.0,1.41,55.0,59.62,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,59.62,0.0,未知,59.62,C,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
600392,盛和资源,自动发现,今日自动发现,21.34,1.52,21.01,21.8,21.0,21.02,148595.0,3.97,0.88,20260723142623,0.42499999999999943,-2.110091743119269,1.6190476190476089,1.5706806282722363,,C,50.0,1.52,54.34,59.6,0.0,0.0,,False,0.0,0,,0.0,False,回避,当前无优势,59.6,0.0,未知,59.6,C,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,回踩候选：当前不买，进入观察池,3
