kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.093,-2.32,1.117,1.123,1.091,1.119,24050.0,20260901141409,0.0625
etf,sh512480,512480,半导体ETF,1.031,-2.55,1.055,1.058,1.028,1.058,101818.0,20260901141408,0.0999999999999963
etf,sh588200,588200,科创芯片ETF,1.162,-2.68,1.19,1.194,1.159,1.194,194511.0,20260901141409,0.08571428571428281
etf,sh515880,515880,通信ETF,0.662,-1.49,0.672,0.675,0.653,0.672,217059.0,20260901141407,0.4090909090909091
etf,sh515980,515980,人工智能ETF,1.039,-0.48,1.045,1.052,1.028,1.044,16811.0,20260901141408,0.4583333333333287
etf,sh516820,516820,机器人ETF,0.349,0.0,0.349,0.351,0.347,0.349,2244.0,20260901141407,0.5
etf,sh512170,512170,医疗ETF,0.34,0.29,0.339,0.342,0.338,0.339,26294.0,20260901141409,0.5
etf,sh512880,512880,证券ETF,1.112,0.63,1.103,1.117,1.1,1.105,170157.0,20260901141409,0.7058823529411811
etf,sh512690,512690,酒ETF,0.429,2.39,0.419,0.433,0.418,0.419,57449.0,20260901141409,0.7333333333333333
etf,sh515030,515030,新能源车ETF,1.597,-1.11,1.615,1.623,1.597,1.615,10126.0,20260901141408,0.0
etf,sh515790,515790,光伏ETF,0.826,-0.96,0.833,0.833,0.823,0.834,12455.0,20260901141409,0.3
etf,sh516510,516510,云计算ETF,1.717,-0.35,1.722,1.732,1.705,1.723,10856.0,20260901141407,0.44444444444444625
etf,sh515400,515400,大数据ETF,0.886,-0.45,0.886,0.894,0.88,0.89,12135.0,20260901141409,0.42857142857142855
etf,sh512400,512400,有色金属ETF,1.935,-0.92,1.951,1.973,1.934,1.953,68702.0,20260901141409,0.025641025641028416
etf,sh515220,515220,煤炭ETF,1.354,-1.74,1.364,1.4,1.345,1.378,102874.0,20260901141410,0.163636363636366
etf,sh510300,510300,沪深300ETF,4.681,-0.09,4.683,4.705,4.666,4.685,357113.0,20260901141408,0.38461538461537936
etf,sh518880,518880,黄金ETF,9.123,-0.13,9.128,9.156,9.108,9.135,344132.0,20260901141410,0.3124999999999746
etf,sh510880,510880,红利ETF,3.494,0.14,3.482,3.535,3.48,3.489,50661.0,20260901141409,0.25454545454545807
etf,sh512660,512660,军工ETF,1.142,0.0,1.138,1.148,1.131,1.142,18644.0,20260901141410,0.6470588235294095
