kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.155,-7.0,1.219,1.241,1.144,1.242,96422.0,20260717161431,0.11340206185567112
etf,sh512480,512480,半导体ETF,1.07,-7.68,1.139,1.155,1.062,1.159,221168.0,20260717161436,0.08602150537634419
etf,sh588200,588200,科创芯片ETF,3.613,-8.04,3.866,3.929,3.584,3.929,836308.0,20260717161448,0.08405797101449257
etf,sh515880,515880,通信ETF,0.659,-9.97,0.716,0.716,0.659,0.732,719925.0,20260717161434,0.0
etf,sh515980,515980,人工智能ETF,1.034,-8.98,1.118,1.12,1.022,1.136,50530.0,20260717161433,0.12244897959183673
etf,sh516820,516820,机器人ETF,0.334,-4.84,0.35,0.351,0.334,0.351,8809.0,20260717161438,0.0
etf,sh512170,512170,医疗ETF,0.318,-4.5,0.331,0.333,0.317,0.333,102125.0,20260717161443,0.0625
etf,sh512880,512880,证券ETF,1.097,-1.44,1.11,1.123,1.094,1.113,393889.0,20260717161453,0.10344827586206554
etf,sh512690,512690,酒ETF,0.413,-1.67,0.42,0.425,0.411,0.42,97418.0,20260717161450,0.14285714285714285
etf,sh515030,515030,新能源车ETF,1.553,-3.0,1.595,1.61,1.54,1.601,15994.0,20260717161500,0.18571428571428414
etf,sh515790,515790,光伏ETF,0.797,-3.51,0.821,0.826,0.789,0.826,31924.0,20260717161450,0.21621621621621687
etf,sh516510,516510,云计算ETF,1.627,-6.49,1.709,1.73,1.61,1.74,33638.0,20260717161432,0.141666666666666
etf,sh515400,515400,大数据ETF,0.835,-6.7,0.884,0.891,0.829,0.895,22260.0,20260717161454,0.0967741935483871
etf,sh512400,512400,有色金属ETF,1.636,-5.16,1.702,1.706,1.626,1.725,94153.0,20260717161452,0.125
etf,sh515220,515220,煤炭ETF,1.138,-1.81,1.155,1.17,1.137,1.159,171809.0,20260717161435,0.03030303030302704
etf,sh510300,510300,沪深300ETF,4.589,-3.45,4.72,4.73,4.546,4.753,1464879.0,20260717161444,0.23369565217391364
etf,sh518880,518880,黄金ETF,8.311,-0.62,8.291,8.326,8.256,8.363,235805.0,20260717161452,0.7857142857142785
etf,sh510880,510880,红利ETF,3.135,-0.35,3.147,3.175,3.133,3.146,81754.0,20260717161432,0.047619047619042586
etf,sh512660,512660,军工ETF,1.062,-5.18,1.119,1.119,1.054,1.12,45407.0,20260717161443,0.12307692307692329
