kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.074,3.47,1.13,1.142,1.073,1.038,91273.0,20260731161452,0.014492753623190038
etf,sh512480,512480,半导体ETF,0.992,3.55,1.035,1.054,0.991,0.958,301280.0,20260731161445,0.015873015873015872
etf,sh588200,588200,科创芯片ETF,1.115,3.53,1.184,1.204,1.115,1.077,659253.0,20260731161458,0.0
etf,sh515880,515880,通信ETF,0.582,4.86,0.601,0.611,0.581,0.555,561353.0,20260731161443,0.03333333333333333
etf,sh515980,515980,人工智能ETF,1.008,6.33,1.015,1.042,1.006,0.948,47105.0,20260731161442,0.05555555555555555
etf,sh516820,516820,机器人ETF,0.348,0.58,0.344,0.35,0.343,0.346,3507.0,20260731161447,0.714285714285712
etf,sh512170,512170,医疗ETF,0.33,1.54,0.322,0.331,0.322,0.325,61083.0,20260731161452,0.8888888888888888
etf,sh512880,512880,证券ETF,1.107,0.09,1.107,1.116,1.105,1.106,184858.0,20260731161444,0.18181818181818
etf,sh512690,512690,酒ETF,0.453,0.22,0.442,0.454,0.439,0.452,94143.0,20260731161458,0.9333333333333333
etf,sh515030,515030,新能源车ETF,1.619,1.0,1.61,1.642,1.61,1.603,14225.0,20260731161451,0.2812499999999985
etf,sh515790,515790,光伏ETF,0.816,1.49,0.814,0.829,0.813,0.804,19520.0,20260731161458,0.1875
etf,sh516510,516510,云计算ETF,1.67,7.12,1.615,1.706,1.615,1.559,23054.0,20260731161453,0.6043956043956039
etf,sh515400,515400,大数据ETF,0.855,6.74,0.825,0.87,0.825,0.801,22036.0,20260731161433,0.6666666666666666
etf,sh512400,512400,有色金属ETF,1.792,2.58,1.778,1.82,1.777,1.747,84506.0,20260731161443,0.34883720930232726
etf,sh515220,515220,煤炭ETF,1.199,-0.17,1.17,1.2,1.167,1.201,54526.0,20260731161457,0.9696969696969729
etf,sh510300,510300,沪深300ETF,4.653,1.04,4.68,4.703,4.644,4.605,701655.0,20260731161435,0.15254237288134623
etf,sh518880,518880,黄金ETF,8.433,0.87,8.46,8.464,8.42,8.36,251876.0,20260731161444,0.29545454545454
etf,sh510880,510880,红利ETF,3.304,-0.24,3.281,3.309,3.248,3.312,86505.0,20260731161443,0.9180327868852403
etf,sh512660,512660,军工ETF,1.093,1.86,1.087,1.106,1.086,1.073,38799.0,20260731161434,0.3499999999999944
