kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.215,0.41,1.202,1.226,1.152,1.21,52110.0,20260727161433,0.8513513513513529
etf,sh512480,512480,半导体ETF,1.124,0.99,1.101,1.132,1.06,1.113,163566.0,20260727161458,0.8888888888888916
etf,sh588200,588200,科创芯片ETF,1.277,1.51,1.25,1.286,1.205,1.258,456861.0,20260727161446,0.8888888888888874
etf,sh515880,515880,通信ETF,0.667,3.25,0.639,0.668,0.632,0.646,277566.0,20260727161452,0.9722222222222222
etf,sh515980,515980,人工智能ETF,1.11,1.93,1.087,1.111,1.056,1.089,19840.0,20260727161455,0.9818181818181838
etf,sh516820,516820,机器人ETF,0.342,1.79,0.335,0.345,0.334,0.336,4177.0,20260727161455,0.727272727272731
etf,sh512170,512170,医疗ETF,0.323,2.54,0.314,0.325,0.313,0.315,59529.0,20260727161431,0.8333333333333334
etf,sh512880,512880,证券ETF,1.104,0.45,1.102,1.106,1.087,1.099,154602.0,20260727161455,0.8947368421052637
etf,sh512690,512690,酒ETF,0.42,0.96,0.419,0.422,0.415,0.416,49885.0,20260727161446,0.7142857142857143
etf,sh515030,515030,新能源车ETF,1.606,2.82,1.578,1.609,1.573,1.562,17772.0,20260727161432,0.9166666666666697
etf,sh515790,515790,光伏ETF,0.83,2.34,0.811,0.832,0.811,0.811,17434.0,20260727161446,0.9047619047619042
etf,sh516510,516510,云计算ETF,1.694,2.36,1.648,1.694,1.628,1.655,18563.0,20260727161500,1.0
etf,sh515400,515400,大数据ETF,0.868,1.64,0.847,0.869,0.838,0.854,13013.0,20260727161442,0.967741935483871
etf,sh512400,512400,有色金属ETF,1.776,2.36,1.761,1.777,1.733,1.735,81218.0,20260727161454,0.9772727272727297
etf,sh515220,515220,煤炭ETF,1.187,0.25,1.155,1.192,1.155,1.184,79085.0,20260727161437,0.8648648648648675
etf,sh510300,510300,沪深300ETF,4.753,1.11,4.702,4.758,4.674,4.701,458481.0,20260727161442,0.9404761904761915
etf,sh518880,518880,黄金ETF,8.502,1.4,8.503,8.527,8.476,8.385,218251.0,20260727161450,0.5098039215686397
etf,sh510880,510880,红利ETF,3.232,0.28,3.216,3.242,3.2,3.223,69152.0,20260727161500,0.761904761904766
etf,sh512660,512660,军工ETF,1.104,2.51,1.073,1.105,1.07,1.077,42264.0,20260727161441,0.9714285714285745
