kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.093,-1.44,1.12,1.128,1.088,1.109,49541.0,20260820143934,0.12499999999999792
etf,sh512480,512480,半导体ETF,1.034,-1.05,1.06,1.065,1.029,1.045,140717.0,20260820143935,0.13888888888889198
etf,sh588200,588200,科创芯片ETF,1.165,-1.02,1.193,1.2,1.158,1.177,298211.0,20260820143933,0.16666666666666932
etf,sh515880,515880,通信ETF,0.659,1.07,0.66,0.671,0.647,0.652,287035.0,20260820143934,0.5
etf,sh515980,515980,人工智能ETF,1.004,-0.99,1.022,1.026,1.001,1.014,17771.0,20260820143935,0.12000000000000391
etf,sh516820,516820,机器人ETF,0.368,1.94,0.366,0.375,0.365,0.361,9186.0,20260820143935,0.3
etf,sh512170,512170,医疗ETF,0.358,4.07,0.351,0.365,0.351,0.344,121267.0,20260820143934,0.5
etf,sh512880,512880,证券ETF,1.063,0.09,1.065,1.068,1.057,1.062,126412.0,20260820143935,0.54545454545454
etf,sh512690,512690,酒ETF,0.428,0.71,0.425,0.43,0.425,0.425,24362.0,20260820143933,0.6
etf,sh515030,515030,新能源车ETF,1.618,-0.8,1.635,1.657,1.613,1.631,11691.0,20260820143933,0.11363636363636616
etf,sh515790,515790,光伏ETF,0.849,0.47,0.85,0.861,0.845,0.845,12581.0,20260820143933,0.25
etf,sh516510,516510,云计算ETF,1.668,0.48,1.667,1.69,1.66,1.66,12977.0,20260820143931,0.26666666666666666
etf,sh515400,515400,大数据ETF,0.857,0.47,0.857,0.866,0.853,0.853,7501.0,20260820143933,0.3076923076923077
etf,sh512400,512400,有色金属ETF,1.884,1.07,1.909,1.945,1.875,1.864,103061.0,20260820143934,0.12857142857142698
etf,sh515220,515220,煤炭ETF,1.268,-0.39,1.254,1.292,1.248,1.273,68164.0,20260820143935,0.45454545454545453
etf,sh510300,510300,沪深300ETF,4.646,-0.17,4.67,4.689,4.632,4.654,304282.0,20260820143934,0.24561403508772175
etf,sh518880,518880,黄金ETF,9.238,2.94,9.251,9.253,9.2,8.974,467261.0,20260820143933,0.7169811320754653
etf,sh510880,510880,红利ETF,3.383,0.68,3.34,3.397,3.34,3.36,49006.0,20260820143933,0.7543859649122842
etf,sh512660,512660,军工ETF,1.097,-0.99,1.111,1.115,1.094,1.108,22205.0,20260820143933,0.14285714285713833
