code,name,sector,source,price,pct,open,high,low,pre_close,amount,turnover,volume_ratio,quote_time,close_location,high_dist,low_rebound,price_vs_open,etf_name,etf_grade,etf_score,relative_strength,quality_score,quick_profit_score,oversold_score,explosion_index,explosion_reason,held,cost,position_pnl,event_note,event_risk_value,event_hard_veto,event_unknown,signal,action,final_score,priority,life_stage,coach_score,candidate_grade,recommend_reasons,deduct_reasons,human_adjust,coach_action,coach_priority
300433,蓝思科技,自动发现,今日自动发现,37.89,4.81,36.8,38.35,36.36,36.15,479333.0,2.57,1.09,20260820143933,0.7688442211055274,-1.1994784876140807,4.207920792079212,2.9619565217391397,,C,50.0,4.81,55.36,82.49,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,82.49,0,未知,82.49,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,无明显额外扣分,0.0,二级候选：等待回踩或尾盘确认,4
603881,数据港,自动发现,今日自动发现,29.99,4.68,28.37,30.58,27.99,28.65,312166.0,12.35,1.34,20260820143932,0.7722007722007722,-1.9293655984303437,7.145409074669518,5.710257314064138,,C,50.0,4.68,54.99,82.23,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,82.23,0,未知,82.23,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,无明显额外扣分,0.0,二级候选：等待回踩或尾盘确认,4
688766,普冉股份,自动发现,今日自动发现,468.97,4.87,450.0,472.45,431.19,447.2,724869.0,10.76,1.07,20260820143934,0.91565681047019,-0.7365858821039128,8.761798743013527,4.215555555555572,,C,50.0,4.87,23.72,80.63,0.0,32.0,事件风险+32,False,0.0,0,风险公告：普冉股份:普冉半导体(上海)股份有限公司关于计提2026年半年度资产减值准备的公告；近期业绩公告：普冉股份:普冉半导体(上海)股份有限公司2026年半年度报告摘要；近期业绩公告：普冉股份:普冉半导体(上海)股份有限公司2026年半年度报告,32.0,False,False,回避,当前无优势,80.63,0,未知,80.63,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,无明显额外扣分,0.0,二级候选：等待回踩或尾盘确认,4
002008,大族激光,自动发现,今日自动发现,91.18,3.38,89.31,92.08,87.13,88.2,375812.0,4.35,0.91,20260820143933,0.81818181818182,-0.9774109470025993,4.648226787558829,2.0938304781099593,,C,50.0,3.38,55.15,78.17,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,78.17,0,未知,78.17,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级候选：等待回踩或尾盘确认,4
600487,亨通光电,自动发现,今日自动发现,61.26,3.99,59.8,62.37,58.08,58.91,1071147.0,7.2,0.73,20260820143933,0.7412587412587414,-1.7797017797017811,5.475206611570238,2.4414715719063507,,C,50.0,3.99,56.06,74.57,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,74.57,0,未知,74.57,B,明显强于行业；价格接近日内强势区；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级候选：等待回踩或尾盘确认,4
688120,华海清科,自动发现,今日自动发现,279.72,3.01,275.0,283.5,271.55,271.54,229866.0,1.66,0.81,20260820143933,0.6836820083682028,-1.3333333333333197,3.0086540232001635,1.7163636363636492,,C,50.0,3.01,54.72,74.19,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,74.19,0,未知,74.19,B,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级候选：等待回踩或尾盘确认,4
601088,中国神华,煤炭,核心池,46.64,0.26,46.0,47.11,45.8,46.52,118364.0,0.15,0.96,20260820143932,0.641221374045803,-0.9976650392697906,1.83406113537119,1.3913043478260834,煤炭ETF,B,62.4,0.65,66.15,72.99,0.0,0.0,,False,0.0,0,,0.0,False,False,趋势候选,强ETF中的强股；等待回踩后小仓,72.99,9,分歧,72.99,B,量能较健康；开盘后仍有承接；当日未明显追高；基础质量得分较好,无明显额外扣分,0.0,二级候选：等待回踩或尾盘确认,4
600330,天通股份,自动发现,今日自动发现,27.78,4.24,27.26,28.49,26.2,26.65,356727.0,10.44,0.9,20260820143933,0.6899563318777303,-2.492102492102488,6.030534351145045,1.9075568598679427,,C,50.0,4.24,47.1,72.76,0.0,8.0,事件风险+8,False,0.0,0,近期业绩公告：天通股份:天通股份关于召开2026年半年度业绩说明会的公告,8.0,False,False,回避,当前无优势,72.76,0,未知,72.76,B,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级候选：等待回踩或尾盘确认,4
002594,比亚迪,自动发现,今日自动发现,90.48,2.05,89.05,91.0,88.89,88.66,299307.0,0.95,1.63,20260820143933,0.75355450236967,-0.5714285714285672,1.7887276409044972,1.6058394160584077,,C,50.0,2.05,54.95,72.66,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,72.66,0,未知,72.66,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级候选：等待回踩或尾盘确认,4
000333,美的集团,自动发现,今日自动发现,85.43,0.84,84.78,85.53,83.95,84.72,201151.0,0.34,1.1,20260820143936,0.9367088607594972,-0.11691804045363963,1.7629541393686665,0.7666902571361156,,C,50.0,0.84,54.61,71.29,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,71.29,0,未知,71.29,B,价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,无明显额外扣分,0.0,二级候选：等待回踩或尾盘确认,4
