code,name,sector,source,price,pct,open,high,low,pre_close,amount,turnover,volume_ratio,quote_time,close_location,high_dist,low_rebound,price_vs_open,etf_name,etf_grade,etf_score,relative_strength,quality_score,quick_profit_score,oversold_score,explosion_index,explosion_reason,held,cost,position_pnl,event_note,event_risk_value,event_hard_veto,event_unknown,signal,action,final_score,priority,life_stage,coach_score,candidate_grade,recommend_reasons,deduct_reasons,human_adjust,coach_action,coach_priority
300903,科翔股份,自动发现,历史动态池,108.3,20.0,89.0,108.3,87.5,90.25,350851.0,9.93,1.5,20260914161418,1.0,0.0,23.771428571428576,21.685393258426956,,C,50.0,20.0,55.09,100.0,0.0,35.0,接近涨停，追高风险,False,0.0,0,,0.0,False,False,回避,当前无优势,100.0,0,未知,78.0,B,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,当日涨幅过大；市场风险较高；人工设置禁止追高,0.0,二级候选：等待回踩或尾盘确认,4
603920,世运电路,自动发现,今日自动发现,43.42,4.75,40.76,43.68,39.53,41.45,238663.0,7.77,1.72,20260914161500,0.937349397590362,-0.5952380952380931,9.840627371616506,6.526005888125619,,C,50.0,4.75,54.76,68.07,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,68.07,0,未知,56.07,C,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,市场风险较高,0.0,普通观察：当前不买，保留跟踪,3
600206,有研新材,自动发现,今日自动发现,47.25,3.73,44.2,47.78,43.68,45.55,358059.0,9.08,1.07,20260914161458,0.870731707317073,-1.1092507325240697,8.173076923076916,6.9004524886877805,,C,50.0,3.73,55.11,64.68,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,64.68,0,未知,52.68,C,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,市场风险较高,0.0,普通观察：当前不买，保留跟踪,3
300285,国瓷材料,自动发现,今日自动发现,65.8,4.83,61.03,67.2,60.81,62.77,730479.0,13.17,1.75,20260914161412,0.7809076682316111,-2.083333333333337,8.205887189606953,7.815828281173176,,C,50.0,4.83,55.73,63.85,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,63.85,0,未知,51.85,C,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,市场风险较高,0.0,普通观察：当前不买，保留跟踪,3
002202,金风科技,自动发现,今日自动发现,19.31,3.82,18.62,19.36,18.33,18.6,289208.0,4.55,1.9,20260914161457,0.951456310679611,-0.25826446280992066,5.34642662302236,3.705692803437155,,C,50.0,3.82,54.92,61.89,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,61.89,0,未知,49.89,C,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,市场风险较高,0.0,普通观察：当前不买，保留跟踪,3
300666,江丰电子,自动发现,今日自动发现,237.1,2.88,225.0,239.35,222.22,230.46,222758.0,4.33,1.04,20260914161418,0.8686514886164624,-0.9400459578023823,6.6960669606696,5.37777777777777,,C,50.0,2.88,54.7,60.11,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,60.11,0,未知,48.11,C,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,市场风险较高,0.0,普通观察：当前不买，保留跟踪,3
600536,中国软件,软件,核心池,31.72,0.73,31.48,32.13,31.38,31.49,28862.0,1.08,0.63,20260914161454,0.453333333333331,-1.2760659819483489,1.0834926704907488,0.7623888182973326,云计算ETF,C,55.26,0.86,64.92,40.14,0.0,0.0,,True,0.0,0,,0.0,False,False,持仓保留,继续观察；持续弱于ETF时再降仓,40.14,6,震荡,28.14,持仓,开盘后仍有承接；当日未明显追高；基础质量得分较好,市场风险较高,0.0,继续观察；持续弱于ETF时再降仓,2
300759,康龙化成,自动发现,今日自动发现,42.65,5.88,40.25,43.02,39.72,40.28,249549.0,4.19,1.36,20260914161421,0.8878787878787866,-0.8600650860065229,7.376636455186314,5.962732919254665,,C,50.0,5.88,54.79,69.56,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,69.56,0,未知,47.56,D,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,接近追高区；市场风险较高；人工设置禁止追高,0.0,禁止追入/暂时回避,1
603259,药明康德,自动发现,今日自动发现,158.86,5.04,151.23,158.88,150.0,151.24,686943.0,1.78,1.52,20260914161458,0.9977477477477498,-0.012588116817713324,5.906666666666682,5.045295245652337,,C,50.0,5.04,55.67,68.07,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,68.07,0,未知,46.07,D,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接,接近追高区；市场风险较高；人工设置禁止追高,0.0,禁止追入/暂时回避,1
600664,哈药股份,自动发现,今日自动发现,7.3,4.43,7.0,7.45,6.92,6.99,280409.0,15.33,0.98,20260914161450,0.7169811320754712,-2.0134228187919545,5.491329479768781,4.285714285714293,,C,50.0,4.43,54.9,56.59,0.0,10.0,换手率偏高,False,0.0,0,,0.0,False,False,回避,当前无优势,56.59,0,未知,44.59,D,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高,市场风险较高,0.0,禁止追入/暂时回避,1
