kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.197,-0.66,1.208,1.218,1.195,1.205,20293.0,20260818102054,0.08695652173913085
etf,sh512480,512480,半导体ETF,1.126,-0.53,1.133,1.146,1.124,1.132,64101.0,20260818102056,0.09090909090908174
etf,sh588200,588200,科创芯片ETF,1.263,-0.94,1.273,1.285,1.26,1.275,144231.0,20260818102054,0.1199999999999961
etf,sh515880,515880,通信ETF,0.708,-1.53,0.719,0.721,0.707,0.719,131856.0,20260818102055,0.07142857142857142
etf,sh515980,515980,人工智能ETF,1.092,-2.06,1.113,1.113,1.09,1.115,11007.0,20260818102056,0.08695652173913085
etf,sh516820,516820,机器人ETF,0.366,0.27,0.365,0.367,0.361,0.365,2389.0,20260818102055,0.8333333333333334
etf,sh512170,512170,医疗ETF,0.353,0.0,0.352,0.353,0.349,0.353,29313.0,20260818102054,1.0
etf,sh512880,512880,证券ETF,1.082,-1.01,1.091,1.092,1.081,1.093,63404.0,20260818102055,0.09090909090910008
etf,sh512690,512690,酒ETF,0.432,0.47,0.43,0.433,0.429,0.43,20136.0,20260818102056,0.75
etf,sh515030,515030,新能源车ETF,1.691,-0.47,1.698,1.708,1.685,1.699,4301.0,20260818102056,0.2608695652173926
etf,sh515790,515790,光伏ETF,0.888,0.23,0.882,0.892,0.879,0.886,10415.0,20260818102056,0.6923076923076923
etf,sh516510,516510,云计算ETF,1.75,-2.51,1.779,1.783,1.748,1.795,11715.0,20260818102055,0.05714285714285732
etf,sh515400,515400,大数据ETF,0.897,-2.82,0.917,0.917,0.896,0.923,10233.0,20260818102057,0.047619047619047616
etf,sh512400,512400,有色金属ETF,1.933,-0.77,1.933,1.96,1.925,1.948,38729.0,20260818102057,0.22857142857142929
etf,sh515220,515220,煤炭ETF,1.275,1.59,1.255,1.277,1.252,1.255,33256.0,20260818102056,0.9199999999999996
etf,sh510300,510300,沪深300ETF,4.778,-0.48,4.794,4.803,4.776,4.801,163332.0,20260818102056,0.07407407407406555
etf,sh518880,518880,黄金ETF,9.084,0.18,9.111,9.126,9.071,9.068,119627.0,20260818102055,0.23636363636363578
etf,sh510880,510880,红利ETF,3.339,1.06,3.301,3.339,3.301,3.304,27228.0,20260818102057,1.0
etf,sh512660,512660,军工ETF,1.162,-0.85,1.173,1.176,1.16,1.172,12428.0,20260818102055,0.125
