code,name,sector,source,price,pct,open,high,low,pre_close,amount,turnover,volume_ratio,quote_time,close_location,high_dist,low_rebound,price_vs_open,etf_name,etf_grade,etf_score,relative_strength,quality_score,quick_profit_score,oversold_score,explosion_index,explosion_reason,held,cost,position_pnl,event_note,event_risk_value,event_hard_veto,event_unknown,signal,action,final_score,priority,life_stage,coach_score,candidate_grade,recommend_reasons,deduct_reasons,human_adjust,coach_action,coach_priority
600988,赤峰黄金,自动发现,今日自动发现,43.46,2.96,40.8,43.66,40.66,42.21,137088.0,1.93,2.11,20260819103118,0.9333333333333348,-0.4580852038479022,6.88637481554355,6.519607843137254,,C,50.0,2.96,54.27,62.96,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,62.96,0,未知,50.96,C,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高,市场风险较高,0.0,普通观察：当前不买，保留跟踪,3
301358,湖南裕能,自动发现,今日自动发现,72.94,4.13,69.4,73.08,69.18,70.05,132304.0,2.4,3.46,20260819103118,0.9641025641025639,-0.19157088122605526,5.435096848800214,5.100864553314111,,C,50.0,4.13,54.24,60.16,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,60.16,0,未知,48.16,C,明显强于行业；价格接近日内强势区；开盘后仍有承接；当日未明显追高,市场风险较高,0.0,普通观察：当前不买，保留跟踪,3
600536,中国软件,软件,核心池,34.92,1.36,33.98,35.36,33.98,34.45,176113.0,6.03,9.63,20260819103117,0.6811594202898573,-1.2443438914027105,2.7663331371394984,2.7663331371394984,云计算ETF,D,37.56,5.83,66.49,52.6,0.0,38.0,量比异常放大；所属ETF为D级,True,0.0,0,,0.0,False,False,持仓保留,继续观察；持续弱于ETF时再降仓,52.6,6,退潮,26.6,持仓,明显强于行业；开盘后仍有承接；当日未明显追高；基础质量得分较好,量比过热；所属行业偏弱；板块处于退潮阶段；市场风险较高,0.0,继续观察；持续弱于ETF时再降仓,2
300209,行云科技,自动发现,历史动态池,33.96,-6.88,33.9,35.37,33.8,36.47,176934.0,6.89,1.3,20260819103118,0.10191082802548004,-3.9864291772688576,0.4733727810650956,0.1769911504424737,,C,50.0,-6.88,54.5,8.88,56.36,30.0,当日大跌，进入风险观察,False,0.0,0,,0.0,False,False,回避,当前无优势,56.36,0,未知,44.36,D,量能较健康；开盘后仍有承接；当日未明显追高,弱于行业；市场风险较高,0.0,禁止追入/暂时回避,1
601088,中国神华,煤炭,核心池,46.04,0.74,46.0,46.3,45.8,45.7,64666.0,0.09,2.14,20260819103118,0.480000000000004,-0.5615550755939447,0.5240174672489051,0.08695652173913437,煤炭ETF,A,79.6,-0.21,65.62,49.74,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,49.74,0,发酵,41.74,D,所属ETF强；量能较健康；开盘后仍有承接；当日未明显追高；基础质量得分较好；板块处于发酵阶段,市场风险较高,0.0,禁止追入/暂时回避,1
002138,顺络电子,自动发现,历史动态池,48.9,-5.83,50.0,51.38,48.75,51.93,92862.0,2.43,2.01,20260819103121,0.0570342205323188,-4.826780848579226,0.3076923076922977,-2.200000000000002,,C,50.0,-5.83,53.94,7.6,53.12,30.0,当日大跌，进入风险观察,False,0.0,0,,0.0,False,False,回避,当前无优势,53.12,0,未知,41.12,D,量能较健康；当日未明显追高,弱于行业；市场风险较高,0.0,禁止追入/暂时回避,1
300164,通源石油,自动发现,今日自动发现,11.34,4.52,11.18,11.47,10.89,10.85,124563.0,19.07,2.97,20260819103118,0.7758620689655159,-1.1333914559721103,4.132231404958664,1.4311270125223707,,C,50.0,4.52,54.19,52.87,0.0,10.0,换手率偏高,False,0.0,0,,0.0,False,False,回避,当前无优势,52.87,0,未知,40.87,D,明显强于行业；价格接近日内强势区；开盘后仍有承接,市场风险较高,0.0,禁止追入/暂时回避,1
300476,胜宏科技,自动发现,今日自动发现,254.72,-5.45,256.05,263.63,254.68,269.4,372462.0,1.66,1.4,20260819103118,0.004469273743015876,-3.379736752266438,0.01570598397988565,-0.5194297988674101,,C,50.0,-5.45,55.14,10.29,52.17,30.0,当日大跌，进入风险观察,False,0.0,0,,0.0,False,False,回避,当前无优势,52.17,0,未知,40.17,D,量能较健康；当日未明显追高,弱于行业；市场风险较高,0.0,禁止追入/暂时回避,1
002475,立讯精密,自动发现,今日自动发现,54.6,-5.44,56.6,56.6,54.6,57.74,350635.0,0.86,2.38,20260819103118,0.0,-3.5335689045936425,0.0,-3.5335689045936425,,C,50.0,-5.44,55.09,6.07,52.13,30.0,当日大跌，进入风险观察,False,0.0,0,,0.0,False,False,回避,当前无优势,52.13,0,未知,40.13,D,量能较健康；当日未明显追高,弱于行业；市场风险较高,0.0,禁止追入/暂时回避,1
300058,蓝色光标,自动发现,今日自动发现,14.01,-5.4,14.81,14.9,13.84,14.81,235047.0,4.76,1.38,20260819103118,0.1603773584905659,-5.9731543624161105,1.2283236994219626,-5.40175557056044,,C,50.0,-5.4,54.74,6.33,51.96,30.0,当日大跌，进入风险观察,False,0.0,0,,0.0,False,False,回避,当前无优势,51.96,0,未知,39.96,D,量能较健康；当日未明显追高,弱于行业；市场风险较高,0.0,禁止追入/暂时回避,1
