kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.143,1.51,1.12,1.16,1.117,1.126,33589.0,20260807120546,0.6046511627906992
etf,sh512480,512480,半导体ETF,1.065,1.72,1.044,1.082,1.04,1.047,107904.0,20260807120543,0.5952380952380926
etf,sh588200,588200,科创芯片ETF,1.195,1.27,1.175,1.218,1.17,1.18,261657.0,20260807120556,0.5208333333333356
etf,sh515880,515880,通信ETF,0.669,2.61,0.655,0.677,0.652,0.652,221011.0,20260807120547,0.68
etf,sh515980,515980,人工智能ETF,1.079,1.22,1.063,1.089,1.056,1.066,12738.0,20260807120539,0.6969696969696959
etf,sh516820,516820,机器人ETF,0.356,2.59,0.346,0.357,0.345,0.347,6218.0,20260807120550,0.9166666666666666
etf,sh512170,512170,医疗ETF,0.341,3.02,0.33,0.342,0.33,0.331,71453.0,20260807120555,0.9166666666666666
etf,sh512880,512880,证券ETF,1.091,-0.46,1.093,1.096,1.089,1.096,96268.0,20260807120538,0.2857142857142812
etf,sh512690,512690,酒ETF,0.434,0.0,0.433,0.435,0.427,0.434,58869.0,20260807120535,0.875
etf,sh515030,515030,新能源车ETF,1.649,0.61,1.64,1.655,1.622,1.639,9253.0,20260807120545,0.8181818181818176
etf,sh515790,515790,光伏ETF,0.854,1.07,0.845,0.857,0.842,0.845,20154.0,20260807120535,0.8
etf,sh516510,516510,云计算ETF,1.759,-0.06,1.758,1.767,1.718,1.76,19986.0,20260807120540,0.8367346938775506
etf,sh515400,515400,大数据ETF,0.901,-0.77,0.902,0.908,0.882,0.908,8178.0,20260807120536,0.7307692307692307
etf,sh512400,512400,有色金属ETF,1.963,2.4,1.909,1.976,1.909,1.917,90675.0,20260807120537,0.8059701492537327
etf,sh515220,515220,煤炭ETF,1.232,-0.88,1.23,1.236,1.21,1.243,76050.0,20260807120551,0.8461538461538461
etf,sh510300,510300,沪深300ETF,4.746,0.79,4.706,4.76,4.706,4.709,237478.0,20260807120552,0.7407407407407499
etf,sh518880,518880,黄金ETF,8.806,0.13,8.775,8.818,8.774,8.795,212732.0,20260807120530,0.72727272727272
etf,sh510880,510880,红利ETF,3.285,-0.09,3.277,3.293,3.256,3.288,30736.0,20260807120540,0.7837837837837858
etf,sh512660,512660,军工ETF,1.141,0.53,1.132,1.143,1.121,1.135,16183.0,20260807120551,0.9090909090909091
