code,name,sector,source,price,pct,open,high,low,pre_close,amount,turnover,volume_ratio,quote_time,close_location,high_dist,low_rebound,price_vs_open,etf_name,etf_grade,etf_score,relative_strength,quality_score,quick_profit_score,oversold_score,explosion_index,explosion_reason,held,cost,position_pnl,event_note,event_risk_value,event_hard_veto,event_unknown,signal,action,final_score,priority,life_stage,coach_score,candidate_grade,recommend_reasons,deduct_reasons,human_adjust,coach_action,coach_priority
002747,埃斯顿,自动发现,今日自动发现,32.16,4.59,30.86,32.39,30.03,30.75,249607.0,10.16,1.05,20260804144124,0.9025423728813542,-0.7100957085520387,7.092907092907086,4.212572909915746,,C,50.0,4.59,54.79,90.84,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,90.84,0,未知,93.84,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
000636,风华高科,自动发现,今日自动发现,54.21,4.33,50.02,55.69,48.08,51.96,968770.0,16.14,0.97,20260804144121,0.8055190538764787,-2.6575686837852386,12.749584026622296,8.376649340263898,,C,50.0,4.33,55.97,90.73,0.0,10.0,换手率偏高,False,0.0,0,,0.0,False,False,回避,当前无优势,90.73,0,未知,93.73,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
301308,江波龙,自动发现,今日自动发现,334.3,4.53,323.11,338.5,317.01,319.8,567047.0,6.09,0.8,20260804144121,0.8045602605863198,-1.2407680945347055,5.454086621873144,3.463216861130891,,C,50.0,4.53,55.51,88.07,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,88.07,0,未知,91.07,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
600522,中天科技,自动发现,今日自动发现,29.8,4.97,28.89,30.15,28.79,28.39,653278.0,6.47,1.14,20260804144123,0.7426470588235309,-1.1608623548922004,3.5081625564432173,3.1498788508134368,,C,50.0,4.97,55.63,87.79,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,87.79,0,未知,90.79,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
600641,先导基电,自动发现,今日自动发现,24.29,3.76,23.0,24.68,22.35,23.41,211037.0,9.58,1.33,20260804144123,0.8326180257510726,-1.5802269043760142,8.680089485458598,5.608695652173901,,C,50.0,3.76,46.65,87.62,0.0,8.0,事件风险+8,False,0.0,0,近期业绩公告：先导基电:上海先导基电科技股份有限公司2026年半年度报告摘要；近期业绩公告：先导基电:上海先导基电科技股份有限公司关于2025年半年度报告、2025年年度报告的更正公告；近期业绩公告：先导基电:上海先导基电科技股份有限公司2025年年度报告(更正后)；近期业绩公告：先导基电:上海万业企业股份有限公司2025年半年度报告(更正后)；近期业绩公告：先导基电:上海先导基电科技股份有限公司2026年半年度报告,8.0,False,False,回避,当前无优势,87.62,0,未知,90.62,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
300136,信维通信,自动发现,今日自动发现,59.32,4.99,57.99,60.3,56.22,56.5,319823.0,6.62,1.05,20260804144121,0.7598039215686281,-1.625207296849085,5.514051938811804,2.293498879117095,,C,50.0,4.99,55.01,86.84,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,86.84,0,未知,89.84,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
688017,绿的谐波,自动发现,今日自动发现,323.88,3.82,314.31,327.49,301.11,311.95,373200.0,6.42,1.03,20260804144123,0.8631539044730852,-1.102323735075883,7.562020524060964,3.0447647227259678,,C,50.0,3.82,55.14,86.48,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,86.48,0,未知,89.48,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
600498,烽火通信,自动发现,今日自动发现,34.39,4.53,33.3,34.93,33.1,32.9,241545.0,5.56,1.17,20260804144122,0.7049180327868855,-1.5459490409390209,3.897280966767358,3.2732732732732917,,C,50.0,4.53,54.77,85.92,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,85.92,0,未知,88.92,A,明显强于行业；量能较健康；开盘后仍有承接；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
600667,太极实业,自动发现,今日自动发现,16.95,4.12,16.52,17.26,15.81,16.28,546763.0,15.71,0.91,20260804144124,0.7862068965517227,-1.7960602549246918,7.210626185958247,2.6029055690072633,,C,50.0,4.12,55.48,85.42,0.0,10.0,换手率偏高,False,0.0,0,,0.0,False,False,回避,当前无优势,85.42,0,未知,88.42,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
300433,蓝思科技,自动发现,今日自动发现,32.85,4.05,32.0,33.2,31.58,31.57,306891.0,1.9,0.9,20260804144121,0.7839506172839503,-1.0542168674698815,4.021532615579493,2.6562500000000044,,C,50.0,4.05,54.97,85.16,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,85.16,0,未知,88.16,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
000426,兴业银锡,自动发现,今日自动发现,33.1,5.72,31.49,33.33,31.43,31.31,211681.0,3.66,1.11,20260804144124,0.8789473684210541,-0.6900690069006843,5.313394845688846,5.112734201333757,,C,50.0,5.72,54.65,94.76,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,94.76,0,未知,87.76,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；市场总体风险较低,接近追高区；人工设置禁止追高,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
000960,锡业股份,自动发现,今日自动发现,36.25,4.14,35.05,36.79,35.05,34.81,208056.0,3.5,1.08,20260804144124,0.6896551724137939,-1.4677901603696641,3.4236804564907297,3.4236804564907297,,C,50.0,4.14,54.64,84.75,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,84.75,0,未知,87.75,A,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
000725,京东方Ａ,自动发现,今日自动发现,5.61,3.51,5.46,5.66,5.43,5.42,895331.0,4.55,0.97,20260804144124,0.7826086956521751,-0.8833922261484051,3.314917127071837,2.7472527472527597,,C,50.0,3.51,55.9,83.96,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,83.96,0,未知,86.96,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
002837,英维克,自动发现,今日自动发现,49.23,5.98,47.03,49.9,46.44,46.45,209767.0,3.83,1.03,20260804144124,0.8063583815028897,-1.342685370741481,6.007751937984485,4.677865192430364,,C,50.0,5.98,54.64,93.6,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,93.6,0,未知,86.6,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；市场总体风险较低,接近追高区；人工设置禁止追高,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
688361,中科飞测,自动发现,今日自动发现,316.84,4.58,304.49,325.57,297.33,302.97,319653.0,2.89,0.78,20260804144122,0.6908640226628889,-2.6814509936419206,6.561732754851501,4.055962428979587,,C,50.0,4.58,55.01,83.26,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,83.26,0,未知,86.26,A,明显强于行业；开盘后仍有承接；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
600580,卧龙电驱,自动发现,今日自动发现,35.36,2.46,34.0,35.99,32.6,34.51,331328.0,6.18,2.0,20260804144124,0.8141592920353975,-1.7504862461795057,8.466257668711652,4.0000000000000036,,C,50.0,2.46,55.04,83.17,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,83.17,0,未知,86.17,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
688702,盛科通信,自动发现,今日自动发现,335.8,4.29,323.22,342.98,318.1,322.0,299487.0,4.45,0.82,20260804144124,0.7114147909967843,-2.09341652574494,5.564287959761072,3.892085885774388,,C,50.0,4.29,54.95,82.58,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,82.58,0,未知,85.58,A,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
688525,佰维存储,自动发现,今日自动发现,216.3,4.59,209.38,219.54,206.33,206.8,633229.0,6.28,0.73,20260804144124,0.7547312641937937,-1.4758130636785882,4.832065138370578,3.3049957015951925,,C,50.0,4.59,55.6,82.56,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,82.56,0,未知,85.56,A,明显强于行业；价格接近日内强势区；开盘后仍有承接；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
600460,士兰微,自动发现,今日自动发现,29.0,5.65,27.7,29.36,27.61,27.45,263501.0,5.54,1.12,20260804144123,0.7942857142857146,-1.2261580381471404,5.03440782325244,4.693140794223827,,C,50.0,5.65,54.84,92.54,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,92.54,0,未知,85.54,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；市场总体风险较低,接近追高区；人工设置禁止追高,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
002475,立讯精密,自动发现,今日自动发现,55.41,3.17,54.0,56.0,53.6,53.71,662523.0,1.65,0.84,20260804144121,0.7541666666666651,-1.0535714285714315,3.376865671641771,2.6111111111110974,,C,50.0,3.17,55.64,82.28,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,82.28,0,未知,85.28,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；当日未明显追高；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
300346,南大光电,自动发现,今日自动发现,49.21,5.53,46.91,49.92,46.66,46.63,233498.0,7.34,0.81,20260804144121,0.7822085889570553,-1.4222756410256387,5.4650664380625935,4.9030057557024165,,C,50.0,5.53,54.74,92.27,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,92.27,0,未知,85.27,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；市场总体风险较低,接近追高区；人工设置禁止追高,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
002185,华天科技,自动发现,今日自动发现,15.48,4.81,14.97,15.65,14.81,14.77,438856.0,8.64,0.81,20260804144121,0.7976190476190477,-1.0862619808306717,4.52397029034437,3.4068136272545013,,C,50.0,4.81,23.28,82.2,0.0,32.0,事件风险+32,False,0.0,0,风险公告：5中联资产评估咨询(上海)有限公司关于深圳证券交易所《天水华天科技股份有限公司发行股份及支付现金购买资产并募集配套资金申请的审核问询函》回复之专项核查意见；风险公告：2华泰联合证券有限责任公司关于深圳证券交易所《天水华天科技股份有限公司发行股份及支付现金购买资产并募集配套资金申请的审核问询函》回复之专项核查意见(修订稿)；风险公告：3大信会计师事务所(特殊普通合伙)关于深圳证券交易所《天水华天科技股份有限公司发行股份及支付现金购买资产并募集配套资金申请的审核问询函》,32.0,False,False,回避,当前无优势,82.2,0,未知,85.2,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
300475,香农芯创,自动发现,今日自动发现,141.43,5.52,135.28,143.4,133.68,134.03,388051.0,6.18,0.83,20260804144121,0.7973251028806585,-1.3737796373779587,5.797426690604435,4.546126552335905,,C,50.0,5.52,55.18,92.1,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,92.1,0,未知,85.1,A,明显强于行业；价格接近日内强势区；量能较健康；开盘后仍有承接；市场总体风险较低,接近追高区；人工设置禁止追高,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
002407,多氟多,自动发现,今日自动发现,31.23,4.07,30.01,31.71,29.87,30.01,352641.0,10.55,0.67,20260804144124,0.7391304347826084,-1.5137180700094621,4.5530632741881405,4.0653115628124015,,C,50.0,4.07,55.09,81.8,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,81.8,0,未知,84.8,A,明显强于行业；价格接近日内强势区；开盘后仍有承接；当日未明显追高；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
002432,九安医疗,自动发现,今日自动发现,67.31,4.11,66.65,68.23,65.32,64.65,213124.0,6.83,0.89,20260804144124,0.6838487972508597,-1.3483804777956965,3.046540110226581,0.9902475618904782,,C,50.0,4.11,54.66,81.22,0.0,0.0,,False,0.0,0,,0.0,False,False,回避,当前无优势,81.22,0,未知,84.22,A,明显强于行业；量能较健康；开盘后仍有承接；当日未明显追高；市场总体风险较低,无明显额外扣分,0.0,一级候选：消息面已确认无硬雷；尾盘不急拉时仅1手,5
