kind,symbol,code,name,price,pct,open,high,low,pre_close,amount,quote_time,close_location
etf,sh512760,512760,芯片ETF,1.18,2.97,1.146,1.181,1.14,1.146,31162.0,20260817103400,0.9756097560975583
etf,sh512480,512480,半导体ETF,1.107,2.79,1.077,1.109,1.076,1.077,79581.0,20260817103357,0.9393939393939392
etf,sh588200,588200,科创芯片ETF,1.245,2.72,1.212,1.247,1.212,1.212,171308.0,20260817103358,0.9428571428571431
etf,sh515880,515880,通信ETF,0.697,1.01,0.694,0.707,0.683,0.69,186942.0,20260817103359,0.5833333333333314
etf,sh515980,515980,人工智能ETF,1.085,0.46,1.081,1.093,1.07,1.08,7825.0,20260817103400,0.6521739130434766
etf,sh516820,516820,机器人ETF,0.363,0.28,0.362,0.367,0.357,0.362,2681.0,20260817103359,0.6
etf,sh512170,512170,医疗ETF,0.35,-0.28,0.351,0.354,0.345,0.351,31241.0,20260817103358,0.5555555555555556
etf,sh512880,512880,证券ETF,1.085,-0.18,1.085,1.09,1.081,1.087,53515.0,20260817103358,0.444444444444439
etf,sh512690,512690,酒ETF,0.428,-2.95,0.434,0.434,0.426,0.441,44846.0,20260817103358,0.25
etf,sh515030,515030,新能源车ETF,1.673,0.18,1.67,1.684,1.657,1.67,6232.0,20260817103359,0.592592592592595
etf,sh515790,515790,光伏ETF,0.873,0.92,0.869,0.877,0.865,0.865,10482.0,20260817103358,0.6666666666666666
etf,sh516510,516510,云计算ETF,1.753,-1.18,1.77,1.774,1.74,1.774,8813.0,20260817103358,0.38235294117646734
etf,sh515400,515400,大数据ETF,0.903,-1.1,0.912,0.913,0.898,0.913,7645.0,20260817103357,0.3333333333333333
etf,sh512400,512400,有色金属ETF,1.926,1.9,1.916,1.93,1.909,1.89,55815.0,20260817103400,0.8095238095238085
etf,sh515220,515220,煤炭ETF,1.251,-0.71,1.26,1.27,1.241,1.26,38642.0,20260817103358,0.3448275862068902
etf,sh510300,510300,沪深300ETF,4.738,0.25,4.73,4.744,4.725,4.726,78601.0,20260817103358,0.6842105263158264
etf,sh518880,518880,黄金ETF,9.058,1.25,9.09,9.095,9.05,8.946,149803.0,20260817103358,0.17777777777775847
etf,sh510880,510880,红利ETF,3.299,0.09,3.29,3.309,3.278,3.296,15014.0,20260817103358,0.6774193548387036
etf,sh512660,512660,军工ETF,1.156,0.35,1.152,1.157,1.148,1.152,6635.0,20260817103400,0.888888888888878
