code,name,sector,source,price,pct,open,high,low,pre_close,amount,turnover,volume_ratio,quote_time,close_location,high_dist,low_rebound,price_vs_open,etf_name,etf_grade,etf_score,relative_strength,quality_score,quick_profit_score,oversold_score,explosion_index,explosion_reason,held,cost,position_pnl,event_note,signal,action,final_score,priority
002594,比亚迪,自动发现,今日自动发现,93.92,0.48,93.49,95.28,92.77,93.47,411952.0,1.26,0.79,20260720161418,0.45816733067729215,-1.4273719563392073,1.2396248787323483,0.4599422398117614,,C,50.0,0.48,55.23,59.63,0.0,0.0,,False,0.0,0,,回避,当前无优势,59.63,0
002317,众生药业,自动发现,今日自动发现,26.89,-5.08,28.34,29.6,25.68,28.33,288158.0,13.73,1.19,20260720161421,0.3086734693877552,-9.155405405405403,4.71183800623054,-5.116443189837683,,C,50.0,-5.08,54.92,30.24,59.31,0.0,,False,0.0,0,,回避,当前无优势,59.31,0
300458,全志科技,自动发现,今日自动发现,35.92,2.13,36.36,37.66,34.11,35.17,362655.0,12.43,1.06,20260720161427,0.5098591549295786,-4.62028677642059,5.30636177074173,-1.2101210121012063,,C,50.0,2.13,55.12,59.08,0.0,8.0,距日内高点较远,False,0.0,0,,回避,当前无优势,59.08,0
300124,汇川技术,自动发现,今日自动发现,59.73,1.03,59.5,61.64,57.32,59.12,257083.0,1.81,1.42,20260720161418,0.5578703703703696,-3.098637248539915,4.204466154919739,0.3865546218487337,,C,50.0,1.03,54.82,59.03,0.0,0.0,,False,0.0,0,,回避,当前无优势,59.03,0
300857,协创数据,自动发现,今日自动发现,220.0,3.4,224.5,242.0,209.0,212.76,734368.0,6.66,1.77,20260720161412,0.3333333333333333,-9.090909090909093,5.263157894736836,-2.0044543429844075,,C,50.0,3.4,55.73,58.53,0.0,18.0,开盘后显著走弱；距日内高点较远,False,0.0,0,,回避,当前无优势,58.53,0
000725,京东方Ａ,自动发现,今日自动发现,5.79,-4.61,6.15,6.2,5.62,6.07,1582502.0,7.58,0.91,20260720161454,0.29310344827586193,-6.612903225806455,3.0249110320284656,-5.853658536585371,,C,50.0,-4.61,56.4,30.54,58.13,0.0,,False,0.0,0,,回避,当前无优势,58.13,0
300085,银之杰,自动发现,今日自动发现,30.43,-0.88,29.0,32.2,29.0,30.7,204570.0,10.16,1.04,20260720161436,0.4468749999999995,-5.4968944099379025,4.931034482758623,4.931034482758623,,C,50.0,-0.88,54.62,58.05,0.0,0.0,,False,0.0,0,,回避,当前无优势,58.05,0
300394,天孚通信,光模块/CPO,核心池,213.54,1.03,225.0,227.71,200.0,211.37,1121142.0,4.79,1.24,20260720161448,0.48863226272103893,-6.222827280312682,6.769999999999987,-5.093333333333339,通信ETF,C,47.26,3.15,68.1,57.83,0.0,18.0,开盘后显著走弱；距日内高点较远,False,0.0,0,,回避,当前无优势,57.83,0
300442,润泽科技,自动发现,今日自动发现,66.6,3.48,68.8,70.62,64.46,64.36,285283.0,2.58,1.16,20260720161412,0.3474025974025969,-5.692438402718791,3.3198883028234594,-3.197674418604657,,C,50.0,3.48,54.91,57.19,0.0,18.0,开盘后显著走弱；距日内高点较远,False,0.0,0,,回避,当前无优势,57.19,0
603296,华勤技术,自动发现,今日自动发现,73.28,2.12,73.5,77.25,71.44,71.76,273384.0,4.62,1.0,20260720161458,0.3166953528399316,-5.139158576051783,2.5755879059350617,-0.29931972789115635,,C,50.0,2.12,54.87,56.89,0.0,8.0,距日内高点较远,False,0.0,0,,回避,当前无优势,56.89,0
601168,西部矿业,自动发现,今日自动发现,31.96,0.98,32.16,32.57,31.31,31.65,194725.0,2.56,0.81,20260720161436,0.5158730158730169,-1.8728891618053356,2.0760140530182047,-0.6218905472636704,,C,50.0,0.98,54.58,56.72,0.0,0.0,,False,0.0,0,,回避,当前无优势,56.72,0
002261,拓维信息,自动发现,今日自动发现,27.8,1.53,27.9,28.68,26.5,27.38,232185.0,7.33,0.68,20260720161421,0.5963302752293582,-3.0683403068340276,4.9056603773584895,-0.35842293906809264,,C,50.0,1.53,54.73,55.44,0.0,0.0,,False,0.0,0,,回避,当前无优势,55.44,0
301396,宏景科技,自动发现,今日自动发现,198.44,3.08,204.96,220.88,188.51,192.52,327285.0,11.31,1.25,20260720161451,0.3067655236329937,-10.159362549800798,5.267625059678527,-3.1811085089773705,,C,50.0,3.08,55.03,55.42,0.0,18.0,开盘后显著走弱；距日内高点较远,False,0.0,0,,回避,当前无优势,55.42,0
300058,蓝色光标,自动发现,今日自动发现,12.14,0.0,12.23,12.64,11.65,12.14,363321.0,8.61,0.96,20260720161442,0.4949494949494951,-3.9556962025316444,4.206008583690979,-0.7358953393295176,,C,50.0,0.0,55.12,53.6,0.0,0.0,,False,0.0,0,,回避,当前无优势,53.6,0
300274,阳光电源,自动发现,今日自动发现,101.77,0.16,102.0,105.49,99.77,101.61,677322.0,4.15,0.94,20260720161445,0.34965034965034975,-3.5264006066925813,2.0046106043901,-0.22549019607843723,,C,50.0,0.16,55.66,52.31,0.0,0.0,,False,0.0,0,,回避,当前无优势,52.31,0
300450,先导智能,自动发现,今日自动发现,31.27,0.68,31.61,32.77,30.5,31.06,193911.0,3.93,1.59,20260720161421,0.33920704845814914,-4.577357339029609,2.524590163934426,-1.0756089844985772,,C,50.0,0.68,54.58,52.18,0.0,8.0,距日内高点较远,False,0.0,0,,回避,当前无优势,52.18,0
600362,江西铜业,自动发现,今日自动发现,38.62,-1.05,39.03,39.39,37.46,39.03,201026.0,2.52,0.88,20260720161452,0.6010362694300502,-1.9548108657019614,3.0966364121729706,-1.0504739943633212,,C,50.0,-1.05,54.61,52.02,0.0,0.0,,False,0.0,0,,回避,当前无优势,52.02,0
300014,亿纬锂能,自动发现,今日自动发现,50.95,-1.39,50.8,52.43,49.4,51.67,287697.0,2.67,1.19,20260720161430,0.5115511551155127,-2.8228113675376587,3.137651821862364,0.2952755905512028,,C,50.0,-1.39,54.92,51.44,0.0,0.0,,False,0.0,0,,回避,当前无优势,51.44,0
002202,金风科技,自动发现,今日自动发现,17.03,0.12,17.4,17.49,16.69,17.01,179858.0,3.12,0.82,20260720161403,0.4250000000000013,-2.630074328187526,2.0371479928100733,-2.1264367816091756,,C,50.0,0.12,54.51,50.67,0.0,10.0,开盘后显著走弱,False,0.0,0,,回避,当前无优势,50.67,0
688002,睿创微纳,自动发现,今日自动发现,125.56,0.09,127.63,131.0,122.6,125.45,177363.0,2.98,1.09,20260720161448,0.35238095238095307,-4.152671755725191,2.4143556280587397,-1.621875734545164,,C,50.0,0.09,54.5,50.01,0.0,8.0,距日内高点较远,False,0.0,0,,回避,当前无优势,50.01,0
000100,TCL科技,自动发现,今日自动发现,4.97,-0.6,5.01,5.1,4.89,5.0,419255.0,4.16,0.9,20260720161409,0.3809523809523814,-2.5490196078431393,1.6359918200409052,-0.7984031936127733,,C,50.0,-0.6,55.24,49.89,0.0,0.0,,False,0.0,0,,回避,当前无优势,49.89,0
600999,招商证券,自动发现,今日自动发现,18.84,-0.42,18.95,19.28,18.63,18.92,205379.0,1.46,1.0,20260720161436,0.3230769230769233,-2.2821576763485507,1.1272141706924366,-0.5804749340369342,,C,50.0,-0.42,54.63,49.55,0.0,0.0,,False,0.0,0,,回避,当前无优势,49.55,0
688629,华丰科技,自动发现,今日自动发现,143.48,1.28,152.3,154.78,136.08,141.66,375372.0,5.56,0.87,20260720161433,0.39572192513368887,-7.30068484300298,5.437977660199866,-5.79120157583718,,C,50.0,1.28,55.15,48.43,0.0,18.0,开盘后显著走弱；距日内高点较远,False,0.0,0,,回避,当前无优势,48.43,0
603228,景旺电子,自动发现,今日自动发现,71.8,0.14,75.11,76.15,69.0,71.7,463879.0,6.39,1.35,20260720161458,0.3916083916083909,-5.712409717662514,4.057971014492745,-4.406869924111312,,C,50.0,0.14,55.33,47.16,0.0,18.0,开盘后显著走弱；距日内高点较远,False,0.0,0,,回避,当前无优势,47.16,0
300433,蓝思科技,自动发现,今日自动发现,34.22,-0.06,35.94,36.43,32.92,34.24,460249.0,2.66,1.14,20260720161406,0.3703703703703698,-6.066428767499321,3.9489671931956183,-4.785754034501943,,C,50.0,-0.06,55.33,45.71,0.0,0.0,,False,0.0,0,,回避,当前无优势,45.71,0
002916,深南电路,PCB,核心池,324.36,-2.89,344.02,354.99,314.37,334.0,509313.0,2.28,0.91,20260720161442,0.24593796159527345,-8.628412067945579,3.1777841397079953,-5.7147840241846275,通信ETF,C,47.26,-0.77,67.41,41.78,0.0,0.0,,False,0.0,0,,回避,当前无优势,41.78,0
600909,华安证券,自动发现,今日自动发现,8.08,-1.1,8.45,8.73,7.82,8.17,203634.0,4.89,0.89,20260720161500,0.2857142857142854,-7.445589919816731,3.324808184143224,-4.378698224852062,,C,50.0,-1.1,54.62,41.78,0.0,0.0,,False,0.0,0,,回避,当前无优势,41.78,0
000066,中国长城,自动发现,今日自动发现,14.4,-2.11,14.99,15.35,14.01,14.71,251555.0,5.29,0.79,20260720161500,0.29104477611940344,-6.188925081433217,2.7837259100642386,-3.935957304869908,,C,50.0,-2.11,54.8,39.73,0.0,0.0,,False,0.0,0,,回避,当前无优势,39.73,0
002491,通鼎互联,自动发现,今日自动发现,16.87,-1.69,17.86,18.88,16.03,17.16,318103.0,15.56,1.52,20260720161439,0.29473684210526335,-10.646186440677951,5.240174672489073,-5.5431131019036854,,C,50.0,-1.69,55.01,38.78,0.0,10.0,换手率偏高,False,0.0,0,,回避,当前无优势,38.78,0
688362,甬矽电子,自动发现,今日自动发现,71.42,-1.91,75.9,79.5,68.0,72.81,298635.0,8.91,0.98,20260720161431,0.29739130434782624,-10.163522012578618,5.029411764705882,-5.902503293807648,,C,50.0,-1.91,54.95,37.71,0.0,0.0,,False,0.0,0,,回避,当前无优势,37.71,0
688333,铂力特,自动发现,今日自动发现,96.5,-2.68,102.22,104.12,92.77,99.16,189949.0,7.14,0.93,20260720161450,0.3286343612334803,-7.318478678447948,4.020696345801444,-5.595773821170025,,C,50.0,-2.68,54.56,36.48,0.0,0.0,,False,0.0,0,,回避,当前无优势,36.48,0
002396,星网锐捷,自动发现,今日自动发现,28.74,-4.04,30.0,31.69,26.99,29.95,612432.0,26.91,1.19,20260720161418,0.37234042553191465,-9.308930261912284,6.483882919599848,-4.200000000000004,,C,50.0,-4.04,55.57,35.62,0.0,18.0,换手率过高,False,0.0,0,,回避,当前无优势,35.62,0
688361,中科飞测,自动发现,今日自动发现,305.38,-1.87,324.87,338.85,300.01,311.19,457862.0,4.08,1.15,20260720161446,0.138259526261586,-9.87752692931977,1.78994033532216,-5.999322806045493,,C,50.0,-1.87,55.32,34.98,0.0,0.0,,False,0.0,0,,回避,当前无优势,34.98,0
600487,亨通光电,自动发现,今日自动发现,56.56,-3.13,60.39,60.89,54.52,58.39,1352662.0,9.5,1.15,20260720161435,0.3202511773940345,-7.111184102479884,3.741746148202485,-6.3421096207981424,,C,50.0,-3.13,56.26,34.4,0.0,0.0,,False,0.0,0,,回避,当前无优势,34.4,0
688525,佰维存储,自动发现,今日自动发现,244.0,-3.5,266.0,268.03,227.03,252.86,1100397.0,9.48,1.04,20260720161445,0.4139024390243905,-8.96541431929261,7.47478306831697,-8.270676691729328,,C,50.0,-3.5,56.08,32.32,0.0,0.0,,False,0.0,0,,回避,当前无优势,32.32,0
688141,杰华特,自动发现,今日自动发现,114.47,-2.02,125.5,129.82,110.0,116.83,267290.0,4.93,1.08,20260720161444,0.22552976791120083,-11.82406408873825,4.063636363636358,-8.788844621513947,,C,50.0,-2.02,54.85,32.15,0.0,0.0,,False,0.0,0,,回避,当前无优势,32.15,0
600522,中天科技,自动发现,今日自动发现,32.22,-4.25,34.72,35.21,30.98,33.65,980735.0,8.63,1.23,20260720161436,0.29314420803782465,-8.491905708605518,4.002582311168501,-7.200460829493083,,C,50.0,-4.25,55.98,29.59,0.0,0.0,,False,0.0,0,,回避,当前无优势,29.59,0
301666,大普微-UW,自动发现,今日自动发现,462.0,-4.21,501.55,519.01,441.0,482.28,206068.0,16.12,1.18,20260720161415,0.2691962568901423,-10.984374096838213,4.761904761904767,-7.885554780181437,,C,50.0,-4.21,54.63,28.07,0.0,10.0,换手率偏高,False,0.0,0,,回避,当前无优势,28.07,0
